floor,floors_count,rooms_count,total_meters,price_per_month,district,street,house_number,underground,lat,lon,geo_quality,dist_to_center_km,dist_to_metro_km,parks_1km,groceries_top_1km,schools_1km,pharmacies_top_1km,clinics_1km
9,12,2,46.0,67000,Орехово-Борисово Северное,Шипиловская ,25К1,Домодедовская,55.6212096,37.7220792,1,15.95470502994954,1.2707765577685322,1,6,4,1,3
11,17,1,38.0,67000,Черемушки, Наметкина,9К1,Новые Черемушки,55.6649592,37.5529122,1,10.492596030313033,0.5776441049097979,0,5,5,2,4
3,17,1,40.0,67000,Марьино,Братиславская ,11,Братиславская,55.6645432,37.7576868,1,13.105432605661685,0.8623343987751889,5,2,4,0,5
22,23,1,40.0,67000,Западное Дегунино,Дегунинская ,9к1,Моссельмаш,55.8633155,37.5338751,1,13.4331956320101,0.4826982973352795,1,7,4,2,1
6,12,3,63.3,67000,Зябликово,Шипиловская ,64К1,Шипиловская,55.6228894,37.7529162,1,16.680199570726426,0.5998376643161109,1,1,8,1,0
5,17,2,64.0,67000,Люблино, Маршала Баграмяна,2,Люблино,55.670031,37.7890223,1,14.091578033731915,1.8657782238492908,4,2,2,1,0
7,16,1,35.0,67000,Зюзино, Каховка,21К3,Зюзино,55.6530513,37.5765992,1,11.29958362280132,0.239745129917579,0,6,5,3,2
6,9,2,56.0,67000,Измайлово,7-я Парковая ,28,Первомайская,55.8012145,37.7943195,1,12.33692853987602,0.8231853893250423,2,7,7,0,7
11,24,1,48.0,67000,Котловка, Дмитрия Ульянова,43К3,Крымская,55.68228,37.5942479,1,7.89062059609644,1.0947202399843878,1,3,4,0,3
1,22,2,53.1,67000,Тропарево-Никулино,проспект Вернадского,93К1,Юго-Западная,55.6667057,37.4973698,1,12.109315282691565,0.992834174652968,0,2,5,0,3
13,14,2,54.0,67000,Молжаниновский,Ленинградское шоссе,228к5,Химки,55.9317047,37.386908,1,24.6261968657358,5.747730856887586,0,0,0,0,0
5,12,2,55.0,67000,Перово,шоссе Энтузиастов,74/2,Перово,55.7637569,37.7824862,1,10.405110537878487,3.321256806387529,2,5,4,1,2
1,16,3,65.0,67000,Бескудниковский,Коровинское шоссе,6К3,Селигерская,55.8704922,37.5374428,1,14.090910637968168,1.0075370307782714,3,6,3,0,5
5,5,2,56.0,67000,Щукино, Расплетина,1,Октябрьское поле,55.791132,37.4816169,1,9.546901966560718,0.7804587706492491,4,3,2,1,3
5,14,2,56.0,67000,Коптево,бульвар Матроса Железняка,23К2,Коптево,55.8345684,37.5284195,1,10.7357065425104,0.7691618148972603,3,2,7,0,5
6,8,1,37.0,67000,Лосиноостровский,Тайнинская ,9,Медведково,55.8832224,37.6830117,1,15.151926924882629,1.4435685436394938,2,3,2,0,1
4,20,1,36.0,67000,Соколиная гора,Вольная ,28/4к1,Соколиная Гора,55.7761737,37.737616,1,7.979769419859048,0.8372005710869322,1,2,2,0,4
6,9,3,58.6,68000,Матушкино,Зеленоград,к200А,Крюково,56.0066892,37.2009785,1,38.42948209178487,3.447967651321194,3,4,1,0,2
7,17,2,56.5,68000,Кузьминки, Юных Ленинцев,117,Кузьминки,55.6970514,37.7891399,0,12.364994288753474,1.8717937288774205,0,3,4,0,0
4,9,2,47.0,68000,Марьина роща,проезд 3-й Марьиной рощи,5,Марьина Роща,55.7963104,37.6207153,1,4.928640810837766,0.5156826753840019,3,3,4,3,1
2,17,2,63.0,68000,Бескудниковский,Селигерская ,26к1,Селигерская,55.8687075,37.5496005,1,13.650748303757428,0.4320695288866976,3,8,4,0,4
13,16,2,55.0,68000,Тропарево-Никулино, Мичуринский проспект Олимпийская деревня,17,Озёрная,55.6726526,37.4605655,1,13.21099476579958,0.7629504646247589,1,1,6,0,1
13,14,2,40.0,68000,Свиблово,проезд Берингов,6К1,Свиблово,55.8543264,37.6638404,1,11.738497138192464,0.6671306920214338,2,2,1,1,3
6,9,2,43.0,68000,Тимирязевский, Костякова,15,Тимирязевская,55.8154636,37.5692405,1,7.67253496199226,0.4839503169433921,4,7,6,0,3
15,30,1,25.0,68000,Южнопортовый,Волгоградский проспект,32/5к3,Угрешская,55.7211059,37.6880989,1,5.599349378724115,0.6801068388694788,0,0,0,2,1
4,17,2,52.0,68000,Марьино,Братиславская ,17К1,Братиславская,55.6589384,37.7611536,1,13.716378818436478,0.7991700857516307,4,14,4,3,4
4,16,1,38.0,68000,Кунцево,Истринская ,8к1,Молодежная,55.7369963,37.4331577,1,11.658252261324291,1.200555780702422,0,4,2,3,2
3,5,2,54.0,68000,Покровское-Стрешнево, Свободы,8/4С1,Тушинская,55.8274389,37.4529782,1,13.27071806318777,1.020025552843748,7,6,4,2,2
5,12,2,40.0,68000,Сокольники, Жебрунова,5,Сокольники,55.7842926,37.6851865,1,5.549946047656185,0.8543078931991503,3,4,3,2,2
17,25,2,51.3,68000,Митино,Муравская ,38к2,Пятницкое шоссе,55.8627672,37.3723977,1,19.65253614293721,1.574977598021594,1,5,0,0,0
7,9,2,44.1,68000,Солнцево, 50 лет Октября,25,Говорово,55.6562584,37.4130806,1,16.656214617907978,0.3915171028689612,0,4,6,0,4
4,8,2,35.8,68000,Ломоносовский, Крупской,8К2,Университет,55.6844698,37.5287624,1,9.344103740112736,1.0448547023983763,3,5,12,2,3
8,16,2,60.0,68000,Солнцево,Солнцевский проспект,7К1,Солнцево,55.6488843,37.4013992,1,17.744931545976105,0.6463314795657077,2,7,8,1,8
1,5,2,45.0,68000,Филевский парк,Минская ,8К2,Филевский парк,55.7358544,37.4898112,1,8.19180199443096,0.5624756967656342,0,7,3,3,3
7,9,2,44.0,68000,Марьина роща, 2-я Марьиной рощи,14,Марьина Роща,55.7970375,37.619388,1,5.0067780652823215,0.42319119898866,3,3,3,2,4
29,34,1,24.1,68000,Очаково-Матвеевское, Малая Очаковская,4Ак1,Озёрная,55.6704744,37.4412928,0,14.2851221379912,0.5201007106090157,0,3,0,0,0
23,33,1,35.9,68000,Нижегородский,Новохохловская ,15к3,Калитники,55.7288458,37.7120578,1,6.4557664516616935,0.8406907958244408,0,3,0,1,1
22,33,1,32.2,68000,Чертаново Южное,Дорожная ,46к5,Красный строитель,55.5868813,37.610506,1,18.368154831431543,0.4061869254881736,1,1,0,0,2
15,17,2,42.0,68000,Ховрино,Флотская ,17К2,Моссельмаш,55.8576612,37.506907,1,13.628780807300323,1.3172985221610287,0,5,6,0,4
5,16,2,54.0,68000,Ясенево,проезд Одоевского,3К6,Ясенево,55.6008516,37.5085776,1,18.143805534323285,1.6680940369417343,1,3,1,0,0
2,5,2,43.6,68000,Головинский,Кронштадтский бульвар,17К1,Водный стадион,55.8442774,37.4943449,1,12.825131765787882,0.7273699810056242,0,5,2,1,1
6,23,1,45.0,68000,Чертаново Южное, Академика Янгеля,2,Улица Академика Янгеля,55.5990973,37.5811096,1,17.156950284631154,1.3071525896576144,2,5,2,1,2
16,16,2,62.0,68000,Лианозово,Абрамцевская ,2К2,Алтуфьево,55.8924356,37.5762441,1,15.824408543361436,0.972133245456928,1,3,7,0,0
4,7,1,42.0,68000,Сокол,Новопесчаная ,17к4,Сокол,55.7975054,37.5158922,1,8.121492083251196,0.896987905815911,7,4,8,2,4
4,10,1,36.0,68000,Сокол,Ленинградский проспект,80к66,Сокол,55.8110808,37.514657,1,9.191251596709776,0.6145395547943655,2,3,1,2,1
5,12,2,50.0,68000,Измайлово,9-я Парковая ,5,Первомайская,55.7899169,37.798937,1,12.105466577326949,0.4965472996864715,1,6,9,2,2
5,14,3,64.0,68000,Южное Медведково,Ясный проезд,15А,Бибирево,55.8740406,37.619591,1,13.568367667640889,1.504529055688064,1,3,6,0,0
8,9,2,56.0,68000,Аэропорт, 8 Марта,7/5,Гражданская,55.802112,37.5525366,1,6.893880041120913,0.3816607122500614,0,4,5,1,9
8,22,2,58.6,68000,Москворечье-Сабурово,Пролетарский проспект,1,Каширская,55.6420481,37.6570692,1,12.47753301909823,1.534853739907435,1,8,4,1,2
7,12,1,39.0,68000,Таганский,Таганская ,31/22,Пролетарская,55.740122,37.6709102,1,3.5952683056629624,0.9858307793746968,5,5,4,3,5
1,16,2,65.0,68000,Южное Бутово,Скобелевская ,19К2,Улица Скобелевская,55.5480086,37.5584202,1,22.98619665446738,0.3586596328130007,5,8,7,0,2
11,16,1,37.6,68000,Тропарево-Никулино, 26 Бакинских Комиссаров,14,Юго-Западная,55.661448,37.4872441,1,12.962591989333148,0.3339730228226589,0,8,4,5,6
17,23,1,42.0,68000,Чертаново Южное,Варшавское шоссе,168,Лесопарковая,55.5840582,37.5800824,1,18.82365763810657,0.3027184122005448,1,1,1,0,1
8,9,2,50.0,68000,Рязанский, Паперника,4,Окская,55.7197586,37.78757,1,11.235265446607324,1.1007252447441591,5,10,4,1,3
7,17,2,52.0,68000,Чертаново Северное,Варшавское шоссе,124,Южная,55.6279217,37.6155601,1,13.799970044611028,0.7343549059090905,0,2,4,0,1
4,5,3,65.0,68000,Кокошкино, Труда,7,Кокошкино,55.6029633,37.1714192,1,32.51035988358751,0.3604211087501439,4,5,1,0,4
3,9,2,42.0,68000,Соколиная гора,Фортунатовская ,25,Измайлово,55.7872529,37.7390821,1,8.55461395833523,0.2760394309170125,1,7,3,1,4
3,14,2,52.0,68000,Солнцево,Волынская ,4,Солнцево,55.6454161,37.4137472,1,17.42228373005606,1.4758397315538423,1,5,3,1,4
7,16,1,20.0,68000,Даниловский, Архитектора Щусева,4к2,ЗИЛ,55.6971954,37.6327745,1,6.171140608156366,0.983142313098919,2,3,1,4,2
21,30,1,33.0,68000,Очаково-Матвеевское,проезд Стройкомбината,1,Очаково I,55.6831368,37.4477379,1,13.104414488774642,0.2348749706403396,1,4,1,1,2
15,17,2,43.0,68000,Головинский,Кронштадтский бульвар,30,Коптево,55.8501025,37.5115232,1,12.759656839891448,1.2793439367405437,2,5,5,0,1
16,17,1,38.0,68000,Бирюлево Восточное,6-я Радиальная ,7/6к3,Покровское,55.6036825,37.6556962,1,16.66765507670433,25.95826963877278,0,5,2,0,2
6,20,1,26.0,68000,Очаково-Матвеевское,Очаковское шоссе,9А,Аминьевская,55.6898704,37.4492302,0,12.602296155246604,1.589083392803794,0,1,0,0,0
2,14,1,34.5,68500,Головинский,Кронштадтский бульвар,45К2,Водный стадион,55.8523043,37.5086439,1,13.06225596640062,1.983836944739758,2,7,5,0,1
24,33,1,39.0,68900,Дмитровский,Лобненская ,13К2,Лианозово,55.8877286,37.5292255,1,16.06577813598903,1.8391597039154923,1,9,4,2,2
10,12,2,45.0,69990,Сокол,Песчаная ,8,Сокол,55.7954421,37.514095,1,8.07056380855313,1.1277965727654646,6,2,6,2,1
1,17,1,40.0,69000,Кунцево,Кунцевская ,10,Рабочий Посёлок,55.7315639,37.4124862,1,13.03270041608418,0.547601613835729,7,4,3,0,6
9,16,2,53.3,69990,Теплый Стан,Ленинский проспект,129К3,Тропарево,55.6434501,37.4810301,1,14.794749674455735,0.6005973517067913,0,7,4,1,6
8,9,3,70.1,69000,Ясенево,Новоясеневский проспект,13К1,Ясенево,55.6066381,37.5378342,1,16.920014049966596,0.2830972752106963,0,8,4,2,5
5,23,1,40.0,69999,Лефортово,Красноказарменная ,14Ак6,Авиамоторная,55.760424,37.6904281,0,4.657885536838177,2.2719356193606046,6,1,3,0,0
16,18,1,37.0,69000,Люблино,Краснодарская ,78,Люблино,55.6668807,37.7830146,1,14.040850434233494,1.7215330458971907,3,1,4,1,0
26,34,1,36.0,69000,Нижегородский,Перовское шоссе,2к1,Нижегородская,55.7337522,37.7383162,1,7.830391232795809,0.5574181953894777,0,4,4,0,1
7,12,2,42.0,69000,Кунцево, Академика Павлова,48,Молодежная,55.7460961,37.4089928,1,13.065479148509912,0.6693364707192572,1,1,5,1,9
5,5,2,45.0,69000,Черемушки,Профсоюзная ,27К7,Новые Черемушки,55.6724186,37.5636622,1,9.4722837244212,0.6311830606151829,0,4,6,2,4
3,5,2,48.0,69000,Алексеевский, Константинова,7,ВДНХ,55.8150598,37.6524527,1,7.3422041550236194,0.8900661363176686,3,12,2,1,3
3,5,2,43.0,69000,Нагорный,Чонгарский бульвар,10К2,Варшавская,55.6541761,37.6135293,1,10.88292152757692,0.3827204052399398,3,10,7,3,1
14,16,2,52.0,69000,Братеево,Алма-Атинская ,3К2,Алма-Атинская,55.6425201,37.7698166,1,15.47149852067514,1.0371522623325542,1,4,3,0,2
15,18,1,32.2,69000,Останкинский,Березовая аллея,19к3,Ботанический сад,55.850144,37.6224747,1,10.914988274642605,1.2228537237892283,0,5,3,3,1
16,19,2,54.9,69000,Бутырский, Милашенкова,3К2,Фонвизинская,55.822086,37.5849374,1,8.052249414014147,0.2094491259294306,0,7,7,0,1
5,17,1,35.0,69900,Сосенское, Александры Монаховой,83,Потапово,55.5508324,37.4919418,1,23.71772408030105,0.1991071984903694,0,0,0,0,0
2,15,1,35.0,69900,Отрадное, Римского-Корсакова,11к7,Отрадное,55.875607,37.6021802,1,13.775203406559864,1.2730784220228768,0,2,2,0,0
3,5,2,66.0,69000,Кунцево,Полоцкая ,8,Рабочий Посёлок,55.7307025,37.4252596,1,12.264515669553983,0.7355452275929719,5,5,4,0,2
1,5,2,45.0,69500,Соколиная гора,Зверинецкая ,14,Семеновская,55.7836375,37.7285751,1,7.7867619692877,0.5837504121413938,3,7,3,4,2
6,10,1,42.2,69000,Внуковское,бульвар Андрея Тарковского,6,Рассказовка,55.6272251,37.3424389,1,22.13121703506295,0.8349972402359628,0,1,0,1,0
4,18,1,38.0,69900,Сосенское,проспект Прокшинский,7,Прокшино,55.5925752,37.4327039,1,21.18063463367436,1.396729240800516,0,3,1,1,0
12,16,2,47.0,69500,Сосенское, Василия Ощепкова,4,Новомосковская,55.5538753,37.4654357,1,24.009658631206467,0.7441319634321399,0,3,1,0,0
1,10,1,35.0,69000,Пресненский,Зоологическая ,3,Баррикадная,55.7648413,37.5800516,1,2.742475636303397,0.4562690893323599,1,4,1,4,13
7,9,3,63.0,69000,Зюзино,Болотниковская ,42К3,Зюзино,55.663218,37.5883551,1,10.042046247544636,1.1936634588488262,1,3,3,0,0
9,12,2,46.0,69000,Соколиная гора,Мироновская ,9/28,Измайлово,55.7841094,37.7331244,1,8.064744997695675,0.7841244982531147,0,8,3,2,4
11,24,2,67.0,69990,Люблино, Верхние Поля,35К1,Люблино,55.6675329,37.756554,1,12.812029219567483,1.057011647865731,4,3,5,0,4
7,14,2,53.0,69000,Северное Измайлово,Щелковское шоссе,84,Щелковская,55.8108216,37.8184762,1,14.166225357488614,1.266740665305278,0,7,6,1,2
12,24,1,57.0,70000,Нагатино-Садовники,Высокая ,21,Коломенская,55.6817754,37.6626732,1,8.307842430606637,0.4883858495108845,1,9,5,5,3
6,9,3,65.0,70000,Отрадное, Бестужевых,7В,Отрадное,55.8713607,37.5976811,1,13.327395517796813,0.91292129882459,1,3,5,0,1
6,9,2,50.0,70000,Гольяново,Уральская ,6К1,Щелковская,55.8133978,37.7993525,1,13.261789886230224,0.3880829630649263,0,10,5,2,3
13,16,2,57.3,70000,Головинский,Кронштадтский бульвар,27к1,Водный стадион,55.8408643,37.4913421,0,12.640086918407164,0.3179491538675477,0,6,2,2,2
4,9,3,55.0,70000,Ясенево,Литовский бульвар,15К5,Новоясеневская,55.6071204,37.5498341,1,16.661529517196467,0.6090088759667495,1,4,6,0,0
8,17,2,52.0,70000,Внуковское, Бориса Пастернака,35,Рассказовка,55.6366948,37.3103606,1,23.129072068301262,1.487195613519811,0,2,1,0,0
6,9,2,57.0,70000,Северное Тушино, Героев Панфиловцев,13к3,Планерная,55.8560072,37.4107381,0,17.339368500371034,1.6773349381751683,1,3,3,0,2
7,17,2,62.0,70000,Бабушкинский, Радужная,1,Рассказовка,55.8595919,37.6635003,1,12.3017120581953,32.65865796617306,3,3,1,1,2
7,14,2,53.0,70000,Алтуфьевский,Инженерная ,15,Бескудниково,55.8793557,37.5711851,1,14.451382911077372,0.429868526287639,0,3,1,0,0
8,9,3,62.0,70000,Очаково-Матвеевское,Очаковское шоссе,15К2,Аминьевская,55.6923472,37.454158,1,12.19307401005539,1.17528290606803,1,1,2,1,0
2,14,2,45.0,70000,Люблино,Совхозная ,12,Люблино,55.6773963,37.7632055,1,12.335129154519848,0.1325352586893601,3,13,9,5,3
14,16,2,42.1,70000,Мещанский,Большая Переяславская ,5К1,Проспект Мира,55.7815662,37.6417348,1,3.618008187597975,0.5517457523708167,2,7,6,4,9
7,9,2,45.0,70000,Новогиреево,Зеленый проспект,60/35,Новогиреево,55.750299,37.8180048,1,12.548950521597796,0.6513702406651264,3,7,6,4,5
4,9,1,31.0,70000,Дорогомилово,Кутузовский проспект,15,Киевская,55.7454025,37.549553,0,4.3155254942750965,1.1316036377759855,3,4,4,3,6
3,24,0,24.3,70000,Соколиная гора,Окружной проезд,10Б,Измайлово,55.7927313,37.7434295,1,9.08440652649022,0.4599632518349445,1,2,3,1,1
10,17,2,51.2,70000,Московский, Радужная,29,Филатов луг,55.5880191,37.3764668,1,23.686007038625657,2.3428546880360264,0,3,0,2,1
9,12,3,78.0,70000,Алексеевский, Павла Корчагина,15,ВДНХ,55.819648,37.6626277,1,8.031512522469024,1.3666242395445944,5,4,2,0,1
7,23,2,52.0,70000,Лефортово,Красноказарменная ,14Ак2,Авиамоторная,55.760424,37.6904281,0,4.657885536838177,2.2719356193606046,6,1,3,0,0
15,26,1,40.0,70000,Нижегородский,Газгольдерная ,10,Нижегородская,55.7259644,37.7397757,0,8.18445170955208,1.04394598636058,2,6,0,2,1
9,12,2,45.0,70000,Нагорный,Симферопольский проезд,14,Нахимовский проспект,55.6666409,37.6163101,1,9.494348486973225,0.8388522367979184,3,4,6,0,0
3,9,1,36.0,70000,Хамовники, Доватора,1/28,Спортивная,55.7248457,37.5714915,1,4.174571165443285,0.6518722860687117,6,7,5,4,5
23,33,1,35.0,70000,Очаково-Матвеевское,Очаковское шоссе,5к3,Аминьевская,55.6948285,37.4617782,1,11.642334301979067,0.646653927469361,1,1,2,2,0
10,12,2,52.1,70000,Строгино, Маршала Катукова,22к1,Строгино,55.8053973,37.408789,1,14.337702457064108,0.4353168495614397,2,4,5,4,0
2,9,1,33.0,70000,Северное Медведково,Широкая ,1К1,Медведково,55.8883814,37.6508053,1,15.304446189156227,0.6714921427663035,1,3,10,0,1
9,9,3,61.0,70000,Даниловский, Симоновский Вал,8,Пролетарская,55.7262859,37.661519,1,3.97282517755113,0.6755327579951739,0,5,4,3,6
16,34,1,20.1,70000,Очаково-Матвеевское,Очаковское шоссе,5к3,Аминьевская,55.6948285,37.4617782,1,11.642334301979067,0.646653927469361,1,1,2,2,0
3,5,2,56.0,70000,Нагорный,Варшавское шоссе,70К1,Варшавская,55.6578662,37.6182883,1,10.469875258220522,0.5092559507577736,1,7,4,3,4
22,36,1,36.0,70000,Западное Дегунино,Ильменский проезд,14к8,Селигерская,55.8623928,37.5426854,1,13.132850924010222,0.5334993153572485,0,8,1,1,2
8,39,1,40.0,70000,Западное Дегунино,Ильменский проезд,14к8,Селигерская,55.8623928,37.5426854,1,13.132850924010222,0.5334993153572485,0,8,1,1,2
7,9,2,46.0,70000,Богородское,3-я Гражданская ,6,Преображенская площадь,55.8118218,37.7064934,1,8.670670593461303,1.7795211564451128,0,5,5,1,2
3,5,2,45.0,70000,Фили-Давыдково, Олеко Дундича,35К2,Филевский парк,55.737049,37.4813968,1,8.679807379984739,0.3304673263042725,0,5,3,2,3
6,22,2,60.0,70000,Кунцево,Рублевское шоссе,95К1,Молодежная,55.7415841,37.4256497,1,12.06308663951692,0.6277988039499606,0,8,4,3,2
10,45,2,63.0,70000,Бирюлево Восточное,Михневская ,8,Царицыно,55.5800752,37.6724181,1,19.427476863415105,4.257323152000929,2,9,5,0,3
9,47,0,32.0,70000,Бутырский,Новодмитровская ,2к6,Дмитровская,55.8030137,37.5915065,1,5.898310330684322,0.829046131206059,2,2,1,2,2
1,5,2,66.0,70000,Щукино, Маршала Новикова,7,Щукинская,55.8021823,37.4671146,1,10.934161384933429,0.8382826024788822,2,3,5,0,2
4,8,2,56.0,70000,Нагорный,Чонгарский бульвар,1К2,Варшавская,55.6520223,37.6177999,1,11.119586484637924,0.1785502261544973,3,9,5,3,2
11,17,2,62.0,70000,Можайский,Дорогобужская ,3,Рабочий Посёлок,55.7131593,37.4110988,1,13.62592639061129,1.5596588124315844,0,3,2,0,0
4,17,2,57.8,70000,Отрадное, Хачатуряна,7,Отрадное,55.858227,37.5927662,1,11.910062085493324,1.0203337243265356,4,7,4,0,1
4,7,3,88.0,70000,Новокосино,Салтыковская ,5К2,Новокосино,55.7325107,37.8597012,1,15.314734488216429,1.427533700962679,0,4,3,0,4
7,25,2,53.0,70000,Бескудниковский,Дмитровское шоссе,86,Селигерская,55.8693857,37.5498955,1,13.716747049129388,0.5066624380439178,4,8,5,0,4
6,8,1,32.0,70000,Сокол,Малый Песчаный переулок,2,Сокол,55.8035926,37.506697,1,8.994175778949216,0.5774221292070103,3,5,3,2,4
3,14,3,65.0,70000,Восточное Измайлово,Нижняя Первомайская ,56/7,Первомайская,55.7911005,37.8141763,1,13.046337515725629,0.995010262407074,0,12,6,4,5
