floor,floors_count,rooms_count,total_meters,price_per_month,district,street,house_number,underground,lat,lon,geo_quality,dist_to_center_km,dist_to_metro_km,parks_1km,groceries_top_1km,schools_1km,pharmacies_top_1km,clinics_1km
39,79,0,52.7,210000,Пресненский,1-й Красногвардейский проезд,22с1,Москва-Сити,55.7506195,37.5352543,0,5.149150810055553,0.324451571491303,2,4,0,7,1
19,21,2,82.5,210000,Раменки,Мосфильмовская ,88к2с7,Раменки,55.7109782,37.5043164,0,8.428969449095305,1.6549347091385669,1,1,0,0,2
2,6,4,107.0,210000,Тверской,1-я Тверская-Ямская ,18,Маяковская,55.773296,37.591238,1,2.880016930589614,0.4964234729099714,7,7,1,10,15
31,42,3,61.0,210000,Даниловский,бульвар Братьев Весниных,1,ЗИЛ,55.6981404,37.6400943,1,6.156280528906188,0.5167144344902116,1,0,1,4,2
11,23,3,120.0,210000,Очаково-Матвеевское,Староволынская ,12к3,Матвеевское,55.7147777,37.476131,1,9.771753391289836,1.1814577359657068,1,1,2,2,4
5,17,3,100.0,220000,Раменки,Мичуринский проспект,7,Ломоносовский проспект,55.7018303,37.5111146,1,8.690580070519706,0.8218173376359879,3,8,7,5,2
5,13,3,144.5,210000,Проспект Вернадского,Ленинский проспект,96,Новаторская,55.6705429,37.5148752,1,11.109211826153627,0.3229819969594002,1,6,3,2,1
3,6,3,130.0,220000,Замоскворечье,Большой Овчинниковский переулок,24С1,Новокузнецкая,55.7440821,37.6287854,1,1.130751003024203,0.19057305977272,7,2,3,5,9
4,17,3,135.7,220000,Академический,Новочеремушкинская ,23К2,Академическая,55.6812703,37.5825527,1,8.166155741932135,0.9165590500133328,8,2,2,1,6
33,78,0,55.0,210000,Пресненский,1-й Красногвардейский проезд,22с2,Москва-Сити,55.7519171,37.5342124,1,5.21191287417172,0.4386186256706008,1,3,0,4,1
5,14,4,114.0,220000,Пресненский,Нововаганьковский переулок,22,Улица 1905 года,55.7594673,37.5640086,1,3.4478339447934587,0.5095181081362062,4,4,6,4,10
3,6,4,130.0,220000,Замоскворечье,Большой Овчинниковский переулок,24С1,Новокузнецкая,55.7440821,37.6287854,1,1.130751003024203,0.19057305977272,7,2,3,5,9
33,78,0,51.0,210000,Пресненский,1-й Красногвардейский проезд,22с2,Москва-Сити,55.7519171,37.5342124,1,5.21191287417172,0.4386186256706008,1,3,0,4,1
3,12,1,60.0,210000,Мещанский,Ботанический переулок,5,Проспект Мира,55.7786195,37.6384635,0,3.235140019913646,0.3197798956119316,5,8,7,6,12
4,13,3,95.0,210000,Пресненский,Зоологическая ,26С1,Баррикадная,55.7660618,37.5835526,1,2.635876610146671,0.6034327890330016,4,4,2,6,13
4,8,0,44.0,210000,Таганский,Славянская площадь,2/5с1,Китай-город,55.7525411,37.6357145,1,1.141333371334177,0.2326521709359792,6,1,2,2,16
9,17,3,130.0,215000,Мещанский,Слесарный переулок,3,Проспект Мира,55.7842069,37.6363986,1,3.7689004824614,0.5420935690018961,1,10,10,4,17
10,12,3,109.0,220000,Якиманка, Большая Якиманка,26,Октябрьская,55.7361966,37.6132021,1,1.7802476437799055,0.7825677612996231,3,6,5,2,6
75,95,0,55.0,220000,Пресненский,набережная Пресненская,12,Деловой центр,55.7456649,37.5364637,0,5.120466540949599,0.4266242828511009,3,2,3,8,1
13,17,3,81.0,220000,Проспект Вернадского,проспект Вернадского,73,Проспект Вернадского,55.6723308,37.507085,1,11.241088051267372,0.6196487526738022,1,4,5,4,4
7,22,3,100.0,220000,Крылатское, Крылатские Холмы,24,Крылатское,55.7629945,37.4162057,1,12.653665183993912,0.8501445269776707,1,2,3,1,4
78,95,2,54.0,220000,Пресненский,набережная Пресненская,12,Деловой центр,55.7456649,37.5364637,0,5.120466540949599,0.4266242828511009,3,2,3,8,1
42,75,1,38.0,220000,Пресненский,1-й Красногвардейский проезд,15,Деловой центр,55.7506195,37.5352543,0,5.149150810055553,0.3148728506398738,2,4,0,7,1
43,75,1,41.0,220000,Пресненский,1-й Красногвардейский проезд,15,Деловой центр,55.7506195,37.5352543,0,5.149150810055553,0.3148728506398738,2,4,0,7,1
6,7,2,70.0,225000,Арбат,Большой Николопесковский переулок,6,Смоленская,55.7506936,37.5907226,1,1.6821446623190344,0.5642216238823154,9,4,7,8,24
3,4,5,121.0,202000,Хамовники,Зубовский проезд,2К1,Парк культуры,55.7359529,37.5890111,1,2.5243663326603865,0.2683095469951062,12,8,5,3,22
35,40,2,60.6,210000,Пресненский,Шмитовский проезд,39к8,Москва-Сити,55.7522602,37.526628,1,5.6865514040552165,0.605532228070065,0,2,1,2,1
13,26,2,70.0,210000,Нагатино-Садовники,Нагатинская набережная,10А,Нагатинская,55.6823842,37.6375852,1,7.845014080045203,1.0454056649068295,1,2,2,1,0
4,15,3,100.0,210000,Пресненский,Зоологическая ,26С1,Баррикадная,55.7660618,37.5835526,1,2.635876610146671,0.6034327890330016,4,4,2,6,13
7,8,3,144.5,210000,Якиманка,Донская ,4С1,Октябрьская,55.7255403,37.608723,1,2.995548578549616,0.4389260957780851,2,4,3,1,2
12,25,4,122.4,210000,Пресненский,3-я Красногвардейская ,3,Москва-Сити,55.7564959,37.5377042,1,5.017807179306914,0.98780727519757,1,3,1,1,6
25,79,2,62.1,210000,Пресненский,1-й Красногвардейский проезд,22с2,Москва-Сити,55.7519171,37.5342124,1,5.21191287417172,0.4386186256706008,1,3,0,4,1
13,26,3,70.0,210000,Нагатино-Садовники,Нагатинская набережная,10А,Нагатинская,55.6823842,37.6375852,1,7.845014080045203,1.0454056649068295,1,2,2,1,0
46,68,1,51.0,210000,Пресненский,1-й Красногвардейский проезд,22с1,Москва-Сити,55.7506195,37.5352543,0,5.149150810055553,0.324451571491303,2,4,0,7,1
2,8,2,70.0,210000,Пресненский,Малая Бронная ,34,Маяковская,55.7644255,37.593151,1,2.0549105790505497,0.6280095470036088,8,2,5,6,21
4,6,3,80.0,210000,Арбат,Поварская ,26,Арбатская,55.7549243,37.5936616,1,1.5261249234006806,0.5839018628550507,10,4,7,5,19
6,12,1,60.0,210000,Мещанский,Ботанический переулок,5,Проспект Мира,55.7786195,37.6384635,0,3.235140019913646,0.3197798956119316,5,8,7,6,12
6,7,2,70.0,210000,Арбат,Большой Николопесковский переулок,6,Смоленская,55.7506936,37.5907226,1,1.6821446623190344,0.5642216238823154,9,4,7,8,24
15,22,4,123.0,210000,Тропарево-Никулино,проспект Вернадского,92,Тропарево,55.6551165,37.4731242,1,14.069092480468148,1.0255760470255375,3,1,3,0,0
31,68,0,50.5,210000,Пресненский,1-й Красногвардейский проезд,22с1,Москва-Сити,55.7506195,37.5352543,0,5.149150810055553,0.324451571491303,2,4,0,7,1
13,13,2,80.0,210000,Пресненский,Шмитовский проезд,39к1,Шелепиха,55.7543131,37.5232185,1,5.905186420445947,0.3598658248023543,0,4,1,1,0
10,39,3,72.0,210000,Раменки, Лобачевского,120к1,Аминьевская,55.6961966,37.4718697,1,11.031907271726434,0.4330158831581189,0,0,0,4,0
4,6,3,80.0,210000,Арбат,Поварская ,26,Арбатская,55.7549243,37.5936616,1,1.5261249234006806,0.5839018628550507,10,4,7,5,19
11,19,2,60.0,215000,Хорошево-Мневники,Шелепихинская набережная,34к2зд1,Шелепиха,55.7454539,37.5321305,0,5.392325894715828,1.369698255965884,2,0,2,4,1
23,23,4,100.0,210000,Ясенево,Новоясеневский проспект,9,Ясенево,55.60916,37.5214138,0,16.989399314748777,0.8224511402018206,0,1,6,0,0
26,34,3,96.0,220000,Обручевский, Архитектора Власова,71к2,Воронцовская,55.6586075,37.5307975,1,11.721949776116665,0.6302444183013532,0,5,1,1,4
4,5,4,89.0,220000,Арбат,Проточный переулок,2/1,Смоленская,55.7503775,37.5812253,0,2.2773387123815185,0.1556815538391263,7,6,2,6,17
9,42,4,84.0,220000,Филевский парк,Багратионовский проезд,5Ак1,Фили,55.7422053,37.5005866,0,7.398030545432284,0.9019962275720804,1,5,4,1,3
2,4,2,79.5,220000,Замоскворечье,Пятницкая ,57С2,Павелецкая,55.7338035,37.6279303,1,2.128530106359522,0.5871950821850795,6,9,7,3,15
6,8,4,83.0,215000,Басманный,Малый Демидовский переулок,3,Курская,55.7641696,37.6645869,1,3.241036205816274,2.607142446760217,2,2,4,2,4
12,27,3,74.0,220000,Беговой,Верхняя ,20к1,Белорусская,55.7794862,37.572911,1,4.135860697954206,0.5751999881174396,1,1,2,3,8
3,5,2,54.2,210000,Басманный, Машкова,13С1,Красные ворота,55.7642529,37.6518889,1,2.5454231941745338,0.5183052218012064,14,4,7,6,18
2,12,3,92.6,220000,Хамовники,переулок Хользунова,10,Фрунзенская,55.7298994,37.5794178,1,3.4254705190620744,0.2756418318962841,4,3,3,5,12
14,24,4,130.0,220000,Крылатское,Рублевское шоссе,70к6,Крылатское,55.7709205,37.3762509,1,15.23868488603217,2.5357852674191115,0,0,1,0,0
3,5,2,72.0,220000,Пресненский,Большая Никитская ,31,Арбатская,55.7568727,37.5960084,1,1.448847420147362,0.6320001295319282,9,1,8,2,17
6,7,2,70.0,215000,Арбат,Большой Николопесковский переулок,6,Смоленская,55.7506936,37.5907226,1,1.6821446623190344,0.5642216238823154,9,4,7,8,24
14,21,3,82.0,210000,Раменки,Мосфильмовская ,88к4,Раменки,55.7028892,37.4912604,1,9.60902915892756,1.1450539625321745,0,1,1,2,2
13,21,3,67.0,220000,Хорошевский,Хорошевское шоссе,25Ак3,Хорошевская,55.7775281,37.5147099,0,7.027854785671218,0.3415224095017352,1,4,1,0,2
7,20,3,108.7,220000,Сокольники,Рубцовско-Дворцовая ,4,Сокольники,55.7866332,37.6932005,1,6.101824045994149,1.0239461373508818,3,1,1,0,7
27,76,0,50.0,210000,Пресненский,набережная Пресненская,8с1,Деловой центр,55.7456649,37.5364637,0,5.120466540949599,0.4266242828511009,3,2,3,8,1
7,9,2,60.0,210000,Гагаринский,Ленинский проспект,70/11,Университет,55.6879261,37.5407755,1,8.595752970460817,0.714073941463762,1,5,9,3,1
3,6,4,150.0,220000,Пресненский,Новопресненский переулок,7,Краснопресненская,55.7664588,37.5740399,1,3.157527412330309,0.7029716537232198,2,8,2,4,14
12,40,3,110.0,220000,Обручевский,Профсоюзная ,64к2,Новые Черемушки,55.6654431,37.5475742,1,10.577024439817134,0.673622152644676,0,5,2,2,2
19,28,3,60.0,205000,Даниловский,Дубининская ,59А,Павелецкая,55.7182811,37.6360254,1,3.927110842875008,1.460408717263275,2,1,1,1,2
8,28,3,60.0,220000,Даниловский,Дубининская ,59А,Серпуховская,55.7182811,37.6360254,1,3.927110842875008,1.15754158219276,2,1,1,1,2
8,9,4,92.0,210000,Хорошево-Мневники,Причальный проезд,8к1,Шелепиха,55.7606481,37.5179706,1,6.300996856958483,0.6155768307431351,1,4,2,1,0
4,21,3,85.0,220000,Раменки,Мосфильмовская ,88к2с6,Минская,55.7109782,37.5043164,0,8.428969449095305,2.264408952923171,1,1,0,0,2
3,17,4,140.0,220000,Северное Медведково,Широкая ,7К2,Медведково,55.8890741,37.6555917,1,15.424047520555304,0.3876425027576283,0,8,8,0,3
5,11,3,76.0,210000,Замоскворечье,Валовая ,8/18,Павелецкая,55.7308249,37.6316236,1,2.517478915002671,0.2996670578477543,6,6,3,7,11
26,78,2,63.0,219000,Пресненский,1-й Красногвардейский проезд,22с2,Москва-Сити,55.7519171,37.5342124,1,5.21191287417172,0.4386186256706008,1,3,0,4,1
6,6,2,60.0,225000,Пресненский,Малая Бронная ,31/13,Маяковская,55.7650182,37.5912507,1,2.187494879367844,0.6157948013728836,7,1,5,3,18
62,68,2,70.0,220000,Пресненский,1-й Красногвардейский проезд,22с1,Москва-Сити,55.7506195,37.5352543,0,5.149150810055553,0.324451571491303,2,4,0,7,1
13,29,4,85.0,225000,Очаково-Матвеевское,Аминьевское шоссе,4Дк3литВ,Аминьевская,55.7210534,37.4499107,0,11.0421782897667,2.6581613990160915,2,4,3,0,2
33,41,3,63.5,220000,Раменки, Василия Ланового,1к1,Аминьевская,55.6972955,37.4767528,1,10.71049675313002,0.5950395274871796,0,0,0,3,0
6,19,4,126.0,220000,Южнопортовый,3-й Крутицкий переулок,11,Пролетарская,55.7311026,37.6666676,1,3.85792261425283,0.0517175184820233,2,12,4,5,4
14,15,2,71.0,205000,Даниловский, Родченко,2,ЗИЛ,55.6976902,37.6307964,1,6.098647136397262,1.1012429846491687,2,3,0,4,3
55,63,0,40.0,220000,Пресненский,1-й Красногвардейский проезд,22с1,Москва-Сити,55.7506195,37.5352543,0,5.149150810055553,0.324451571491303,2,4,0,7,1
47,75,0,40.8,220000,Пресненский,1-й Красногвардейский проезд,15,Деловой центр,55.7506195,37.5352543,0,5.149150810055553,0.3148728506398738,2,4,0,7,1
63,68,0,52.0,224999,Пресненский,1-й Красногвардейский проезд,21с1,Москва-Сити,55.7506195,37.5352543,0,5.149150810055553,0.324451571491303,2,4,0,7,1
6,6,2,60.0,225000,Пресненский,Малая Бронная ,31/13,Маяковская,55.7650182,37.5912507,1,2.187494879367844,0.6157948013728836,7,1,5,3,18
6,15,2,46.0,225000,Беговой, 1-я Ямского Поля,1к1,Белорусская,55.780174,37.58019,1,3.904537961352701,0.4209087740753255,2,3,2,3,12
13,17,2,95.0,220000,Раменки,Ломоносовский проспект,25к2,Университет,55.694873,37.5316682,1,8.323121962705086,0.2504489956313159,3,2,1,2,5
6,6,2,60.0,225000,Пресненский,Малая Бронная ,31/13,Маяковская,55.7650182,37.5912507,1,2.187494879367844,0.6157948013728836,7,1,5,3,18
9,24,2,71.0,219000,Обручевский,Профсоюзная ,68к2,Воронцовская,55.6640611,37.546227,1,10.751891999195491,0.7212172739975684,0,5,1,3,2
10,20,2,82.8,210000,Савеловский,1-я Квесисская ,9,Савёловская,55.7935538,37.5803006,1,5.170968182999551,0.6314979145193163,1,6,4,0,5
5,8,4,150.0,220000,Красносельский, Маши Порываевой,38А,Красные ворота,55.7732279,37.6496857,1,3.100689134089697,0.5597466426611827,6,3,3,3,8
11,35,3,120.0,220000,Щукино,Авиационная ,79С1,Щукинская,55.8093042,37.4495915,1,12.280463201142368,0.8529665527646728,1,1,1,1,2
54,85,0,24.0,210000,Пресненский,1-й Красногвардейский проезд,21с2,Москва-Сити,55.7493216,37.5341205,1,5.226463165635596,0.1639007611751249,2,4,0,7,1
6,6,4,80.0,220000,Арбат, Новый Арбат,23,Смоленская,55.752077,37.5817415,1,2.2376324294630536,0.3340109500223349,11,6,5,5,18
16,85,2,90.0,220000,Пресненский,1-й Красногвардейский проезд,21с2,Москва-Сити,55.7493216,37.5341205,1,5.226463165635596,0.1639007611751249,2,4,0,7,1
62,65,0,45.0,210000,Пресненский,1-й Красногвардейский проезд,22с1,Москва-Сити,55.7506195,37.5352543,0,5.149150810055553,0.324451571491303,2,4,0,7,1
39,43,2,80.0,220000,Хорошевский,Хорошевское шоссе,16к1,Беговая,55.7746081,37.5459581,1,5.132022339797175,0.1257095169115014,4,1,2,2,3
6,7,2,70.0,215000,Арбат,Большой Николопесковский переулок,6,Смоленская,55.7506936,37.5907226,1,1.6821446623190344,0.5642216238823154,9,4,7,8,24
8,22,3,100.0,220000,Пресненский,Шмитовский проезд,16С1,Улица 1905 года,55.7583573,37.5489155,1,4.34887291993104,1.0411866419974505,4,6,2,3,8
7,25,4,100.0,210000,Крылатское, Крылатские Холмы,24,Крылатское,55.7629945,37.4162057,1,12.653665183993912,0.8501445269776707,1,2,3,1,4
45,77,0,51.4,205000,Пресненский,1-й Красногвардейский проезд,22с1,Москва-Сити,55.7506195,37.5352543,0,5.149150810055553,0.324451571491303,2,4,0,7,1
3,48,3,110.0,219000,Раменки,Мосфильмовская ,70к3,Ломоносовский проспект,55.7148115,37.5063655,1,8.095175800763013,1.446942003137217,1,1,1,0,2
20,22,4,120.0,220000,Пресненский, Сергея Макеева,1,Москва-Сити,55.7565836,37.5495591,1,4.281420159411078,1.4148769625941002,2,6,1,3,6
5,17,5,125.0,209000,Черемушки, Наметкина,9К3,Новые Черемушки,55.6639395,37.5533737,1,10.586316591762747,0.6860594472444962,1,4,5,2,3
14,18,2,60.0,210000,Пресненский, Сергея Макеева,9,Улица 1905 года,55.7609208,37.5502832,1,4.320546325775558,0.8218647310130207,4,5,2,2,5
61,68,0,45.0,220000,Пресненский,1-й Красногвардейский проезд,22с1,Москва-Сити,55.7506195,37.5352543,0,5.149150810055553,0.324451571491303,2,4,0,7,1
3,19,3,90.0,210000,Южнопортовый, Трофимова,35/20,Кожуховская,55.7049063,37.68519,1,6.738957180366159,0.1398402566953535,3,4,2,3,3
4,8,5,155.0,220000,Якиманка, Большая Ордынка,50С1,Полянка,55.7345034,37.6234314,1,1.983163034991316,0.3957814518878198,5,5,8,2,17
20,22,4,120.0,220000,Пресненский, Сергея Макеева,1,Москва-Сити,55.7565836,37.5495591,1,4.281420159411078,1.4148769625941002,2,6,1,3,6
20,22,4,120.0,220000,Пресненский, Сергея Макеева,1,Москва-Сити,55.7565836,37.5495591,1,4.281420159411078,1.4148769625941002,2,6,1,3,6
43,75,0,40.8,220000,Пресненский,1-й Красногвардейский проезд,15,Деловой центр,55.7506195,37.5352543,0,5.149150810055553,0.3148728506398738,2,4,0,7,1
6,6,4,80.0,220000,Арбат, Новый Арбат,23,Смоленская,55.752077,37.5817415,1,2.2376324294630536,0.3340109500223349,11,6,5,5,18
3,8,3,135.0,220000,Дорогомилово,Кутузовский проспект,26К1,Кутузовская,55.7436336,37.5431273,1,4.747079547989425,0.6577897512593496,2,3,7,5,3
4,8,2,57.0,220000,Пресненский,Большая Садовая ,1,Маяковская,55.7683473,37.5943886,0,2.320665815847045,0.1977515336534712,12,2,5,6,18
6,19,3,126.0,220000,Южнопортовый,3-й Крутицкий переулок,11,Пролетарская,55.7311026,37.6666676,1,3.85792261425283,0.0517175184820233,2,12,4,5,4
43,75,0,40.8,220000,Пресненский,1-й Красногвардейский проезд,15,Деловой центр,55.7506195,37.5352543,0,5.149150810055553,0.3148728506398738,2,4,0,7,1
32,55,2,107.0,210000,Хорошевский,Чапаевский переулок,3,Сокол,55.7981821,37.5203822,1,7.95202599724498,0.8813872870019043,5,4,7,1,5
23,23,3,97.2,210000,Ясенево,Новоясеневский проспект,9,Ясенево,55.60916,37.5214138,0,16.989399314748777,0.8224511402018206,0,1,6,0,0
4,6,4,146.0,220000,Крылатское,Осенняя ,25К2,Крылатское,55.7680411,37.3988349,1,13.79616252379214,1.374605729323263,2,1,0,0,1
31,37,2,108.0,220000,Академический,проспект 60-летия Октября,17,Академическая,55.6953305,37.5798241,1,6.730958362643852,1.0248985184506891,0,2,2,0,1
10,25,4,150.0,220000,Покровское-Стрешнево,Сосновая аллея,1,Щукинская,55.8198901,37.4637521,1,12.22107191853324,1.1668828990180726,1,3,0,0,5
23,25,2,100.0,210000,Ховрино, Лавочкина,34,Речной вокзал,55.8567379,37.493172,1,13.998029643021129,1.0658186559094505,1,3,3,2,4
7,19,5,134.0,210000,Северное Бутово,Феодосийская ,7к5,Бульвар Дмитрия Донского,55.5597672,37.575712,1,21.53798709510895,0.9405505677178688,1,2,2,2,2
5,6,3,147.0,220000,Черемушки,Новочеремушкинская ,58,Новые Черемушки,55.6683184,37.563809,1,9.896592484146256,0.6160702170486291,1,4,8,1,4
31,37,3,108.0,220000,Академический,проспект 60-летия Октября,17,Академическая,55.6953305,37.5798241,1,6.730958362643852,1.0248985184506891,0,2,2,0,1
6,15,3,81.3,225000,Раменки,Винницкая ,8к2,Раменки,55.70104,37.4953204,1,9.522119608912387,0.8183191371289905,0,5,4,4,3
14,21,3,82.0,210000,Раменки,Мосфильмовская ,88к4,Раменки,55.7028892,37.4912604,1,9.60902915892756,1.1450539625321745,0,1,1,2,2
35,44,2,69.0,210000,Пресненский,Ходынская ,2,Улица 1905 года,55.7703351,37.5637969,1,3.928641061990696,0.7170393550929757,1,4,2,1,4
9,30,2,69.0,210000,Южнопортовый,Волгоградский проспект,32/5к2,Угрешская,55.7195825,37.6900195,1,5.798635576378675,0.5053942717074513,0,0,0,2,1
12,16,3,81.0,220000,Даниловский, Архитектора Щусева,5к1,ЗИЛ,55.6977565,37.6364534,1,6.149791012968429,0.7471826233804909,2,1,1,4,2
6,25,2,63.0,220000,Аэропорт,Ленинградский проспект,36с40,Динамо,55.790342,37.5684695,1,5.249707885466319,0.6451786091848662,2,10,4,0,6
23,27,3,111.0,220000,Очаково-Матвеевское,Аминьевское шоссе,4Дк2,Аминьевская,55.7210534,37.4499107,0,11.0421782897667,2.6581613990160915,2,4,3,0,2
10,10,4,120.0,210000,Дорогомилово,Кутузовский проспект,4/2,Киевская,55.7505092,37.5624746,1,3.4474848400428546,0.8256107470478176,4,4,4,2,2
2,6,4,107.0,215000,Тверской,1-я Тверская-Ямская ,18,Маяковская,55.773296,37.591238,1,2.880016930589614,0.4964234729099714,7,7,1,10,15
16,40,1,53.0,210000,Хорошево-Мневники,Шелепихинская набережная,34к5,Шелепиха,55.764544,37.5111189,1,6.800020593861361,1.222603091237295,1,2,1,1,0
13,21,3,71.0,210000,Алексеевский,Новоалексеевская ,16к4,Алексеевская,55.8070079,37.6488521,1,6.420713173871547,0.6404494986442502,0,1,4,1,2
8,17,3,70.0,209000,Тверской,Садовая-Триумфальная ,18-20,Маяковская,55.7715854,37.6028514,1,2.3603873774733994,0.4610411162417479,11,3,5,3,13
12,38,3,105.0,210000,Хорошевский,Чапаевский переулок,3,Аэропорт,55.7981821,37.5203822,1,7.95202599724498,0.6791033603930299,5,4,7,1,5
6,8,3,90.0,220000,Таганский,Тессинский переулок,1,Чкаловская,55.7507373,37.6493215,1,1.996540134486268,0.8517264043374363,9,1,6,0,15
4,41,2,48.0,220000,Хорошевский,Ленинградский проспект,37/5,Аэропорт,55.794056,37.5412714,1,6.676435950843821,0.979438579384234,0,4,1,1,5
11,13,3,78.0,220000,Раменки,Ломоносовский проспект,36,Ломоносовский проспект,55.7091451,37.5097845,1,8.259342008751766,0.8938033831112981,1,1,1,1,4
2,11,4,148.0,225000,Щукино, Расплетина,14,Октябрьское поле,55.7925157,37.4837401,1,9.500687316959157,0.6102775855232586,3,4,2,3,3
11,11,4,110.0,210000,Дорогомилово,Кутузовский проспект,4/2,Киевская,55.7505092,37.5624746,1,3.4474848400428546,0.8256107470478176,4,4,4,2,2
28,40,3,82.0,220000,Хорошево-Мневники,Шелепихинская набережная,40к1,Шелепиха,55.7670291,37.5017572,1,7.431229857342952,1.852789385674208,0,0,0,1,0
8,48,3,56.0,220000,Даниловский,Дубининская ,59А,Серпуховская,55.7182811,37.6360254,1,3.927110842875008,1.15754158219276,2,1,1,1,2
18,19,2,70.0,210000,Хорошево-Мневники,Шелепихинская набережная,34к2,Шелепиха,55.7628891,37.5092754,1,6.8784036399812605,1.2054989651275685,1,3,1,1,0
4,10,3,85.0,220000,Арбат,Новинский бульвар,12,Смоленская,55.7532207,37.5841551,1,2.0908019444017585,0.4765180394109563,19,6,5,4,19
34,36,3,73.2,220000,Хорошево-Мневники,Шелепихинская набережная,34к2,Шелепиха,55.7628891,37.5092754,1,6.8784036399812605,1.2054989651275685,1,3,1,1,0
3,6,2,76.0,220000,Пресненский,Тверской бульвар,3,Арбатская,55.7584502,37.5981148,1,1.4078114078465314,0.7358169529225831,11,2,9,3,20
36,73,0,37.0,210000,Пресненский,набережная Пресненская,8с1,Деловой центр,55.7456649,37.5364637,0,5.120466540949599,0.4266242828511009,3,2,3,8,1
9,41,2,47.0,220000,Хорошевский,Ленинградский проспект,37/5,Аэропорт,55.794056,37.5412714,1,6.676435950843821,0.979438579384234,0,4,1,1,5
4,8,5,140.0,210000,Замоскворечье, Бахрушина,21С3,Павелецкая,55.7341502,37.6369793,1,2.331596925669055,0.3072619593780179,3,8,4,7,10
6,6,4,80.0,220000,Арбат, Новый Арбат,23,Смоленская,55.752077,37.5817415,1,2.2376324294630536,0.3340109500223349,11,6,5,5,18
5,10,3,83.0,220000,Басманный,Нижняя Красносельская ,35С48,Бауманская,55.7749924,37.6729875,1,4.309690562071811,0.4754665206635341,2,5,3,3,10
39,43,2,80.0,220000,Хорошевский,Хорошевское шоссе,16к1,Беговая,55.7746081,37.5459581,1,5.132022339797175,0.1257095169115014,4,1,2,2,3
7,22,4,100.0,220000,Крылатское, Крылатские Холмы,24,Крылатское,55.7629945,37.4162057,1,12.653665183993912,0.8501445269776707,1,2,3,1,4
12,38,2,105.0,210000,Хорошевский,Чапаевский переулок,3,Аэропорт,55.7981821,37.5203822,1,7.95202599724498,0.6791033603930299,5,4,7,1,5
22,22,4,82.0,208000,Внуковское,бульвар Андрея Тарковского,11,Рассказовка,55.6247242,37.3419575,1,22.330391969598512,1.0290545741656074,0,1,0,1,0
13,19,3,71.0,204000,Алексеевский,Новоалексеевская ,16к4,Алексеевская,55.8070079,37.6488521,1,6.420713173871547,0.6404494986442502,0,1,4,1,2
34,37,3,90.0,220000,Хорошево-Мневники,Шелепихинская набережная,34к1,Шелепиха,55.7616673,37.5131556,1,6.61626153995909,0.9275900332716892,1,4,2,1,0
17,17,3,104.0,210000,Тропарево-Никулино, Академика Анохина,2К2,Юго-Западная,55.6712534,37.4752818,1,12.650254082531369,1.0188713190804255,1,3,3,1,5
19,28,3,60.0,220000,Даниловский,Дубининская ,59А,Серпуховская,55.7182811,37.6360254,1,3.927110842875008,1.15754158219276,2,1,1,1,2
4,19,2,75.0,210000,Хорошево-Мневники,Шелепихинская набережная,34к2зд3,Шелепиха,55.7454539,37.5321305,0,5.392325894715828,1.369698255965884,2,0,2,4,1
8,22,3,100.0,220000,Пресненский,Шмитовский проезд,16С1,Улица 1905 года,55.7583573,37.5489155,1,4.34887291993104,1.0411866419974505,4,6,2,3,8
11,11,4,110.0,210000,Дорогомилово,Кутузовский проспект,4/2,Киевская,55.7505092,37.5624746,1,3.4474848400428546,0.8256107470478176,4,4,4,2,2
4,19,2,75.0,210000,Хорошево-Мневники,Шелепихинская набережная,34к2зд3,Шелепиха,55.7454539,37.5321305,0,5.392325894715828,1.369698255965884,2,0,2,4,1
3,6,4,130.0,220000,Замоскворечье,Большой Овчинниковский переулок,24С1,Новокузнецкая,55.7440821,37.6287854,1,1.130751003024203,0.19057305977272,7,2,3,5,9
28,57,2,101.0,210000,Хорошевский,Чапаевский переулок,3,Сокол,55.7981821,37.5203822,1,7.95202599724498,0.8813872870019043,5,4,7,1,5
8,48,3,56.0,220000,Даниловский,Дубининская ,59А,Павелецкая,55.7182811,37.6360254,1,3.927110842875008,1.460408717263275,2,1,1,1,2
4,15,3,100.0,210000,Пресненский,Зоологическая ,26С1,Баррикадная,55.7660618,37.5835526,1,2.635876610146671,0.6034327890330016,4,4,2,6,13
2,6,4,110.0,215000,Тверской,1-я Тверская-Ямская ,18,Маяковская,55.773296,37.591238,1,2.880016930589614,0.4964234729099714,7,7,1,10,15
9,11,2,70.0,210000,Даниловский, Родченко,2,ЗИЛ,55.6976902,37.6307964,1,6.098647136397262,1.1012429846491687,2,3,0,4,3
56,79,1,52.0,220000,Пресненский,1-й Красногвардейский проезд,22с2,Москва-Сити,55.7519171,37.5342124,1,5.21191287417172,0.4386186256706008,1,3,0,4,1
43,75,1,41.0,220000,Пресненский,1-й Красногвардейский проезд,15,Деловой центр,55.7506195,37.5352543,0,5.149150810055553,0.3148728506398738,2,4,0,7,1
17,29,2,61.0,220000,Хорошево-Мневники,Шелепихинская набережная,40к3,Шелепиха,55.768179,37.5029085,1,7.390985657691122,1.8753874464708105,0,0,0,1,0
4,9,3,90.0,210000,Южнопортовый, Трофимова,35/20,Кожуховская,55.7049063,37.68519,1,6.738957180366159,0.1398402566953535,3,4,2,3,3
