floor,floors_count,rooms_count,total_meters,price_per_month,district,street,house_number,underground,lat,lon,geo_quality
17,33,2,42.0,100000,Очаково-Матвеевское,Очаковское шоссе,5к2,Аминьевская,55.6953018,37.4596502,1
25,33,2,46.0,100000,Головинский,Кронштадтский бульвар,8к2,Водный стадион,55.8418998,37.4969736,1
5,10,3,74.0,100000,Марьино, Марьинский Парк,19К2,Люблино,55.6630805,37.779516,1
21,24,2,68.0,100000,Москворечье-Сабурово, Москворечье,4к6,Кантемировская,55.6433169,37.6548482,1
16,24,2,70.0,100000,Раменки, Лобачевского,118к4,Аминьевская,55.6933082,37.4714848,1
13,30,3,70.0,100000,Рязанский,Окская ,7А,Окская,55.7165446,37.7690857,1
2,8,2,55.0,100000,Академический,Нахимовский проспект,46,Профсоюзная,55.679473,37.5612585,1
7,28,2,44.5,100000,Очаково-Матвеевское,Аминьевское шоссе,4Дк3литА,Аминьевская,55.7210534,37.4499107,0
6,34,1,30.0,100000,Обручевский, Архитектора Власова,71к2,Воронцовская,55.6586075,37.5307975,1
12,22,3,80.0,100000,Митино,Дубравная ,41К2,Митино,55.8415676,37.3592996,1
12,17,3,70.0,100000,Сосенское,проспект Прокшинский,12,Прокшино,55.5919881,37.424359,1
1,15,3,76.5,100000,Сосенское,проспект Куприна,40к3,Потапово,55.5409602,37.4526758,1
7,19,2,84.0,100000,Соколиная гора,проспект Буденного,9,Семёновская,55.7776749,37.7222018,1
22,22,2,60.0,100000,Московский,Родниковая ,30к3,Саларьево,55.6316267,37.4177935,1
16,28,2,46.0,100000,Филевский парк, Василисы Кожиной,13,Парк Победы,55.7358985,37.4989355,1
11,24,2,70.0,100000,Косино-Ухтомский, Наташи Качуевской,3,Улица Дмитриевского,55.7124484,37.8786601,1
7,9,2,48.0,100000,Южнопортовый,1-я Дубровская ,8/12,Пролетарская,55.7261212,37.670025,1
5,17,2,59.0,100000,Сосенское, Эдварда Грига,17,Потапово,55.5556897,37.5094259,1
5,27,2,45.0,100000,Лефортово, Крузенштерна,10к1,Авиамоторная,55.7513569,37.7041778,1
5,5,2,47.7,100000,Сокольники,Стромынский переулок,6,Сокольники,55.7924801,37.6941934,1
9,33,2,53.0,100000,Очаково-Матвеевское,Очаковское шоссе,5к4,Аминьевская,55.6944058,37.4627488,1
3,5,3,100.0,100000,Щукино, Маршала Новикова,16,Щукинская,55.8055079,37.4609828,1
12,17,2,53.2,100000,Коньково, Бутлерова,22,Калужская,55.6492375,37.5347224,1
3,4,2,64.3,100000,Свиблово,проезд Нансена,2К2,Свиблово,55.8491399,37.6561242,1
16,22,2,58.0,100000,Фили-Давыдково,Малая Филевская ,22,Пионерская,55.7370119,37.4652655,1
18,33,1,36.1,100000,Очаково-Матвеевское,Очаковское шоссе,5к1,Аминьевская,55.6956069,37.4603495,1
5,29,2,35.0,100000,Головинский,Пулковская ,2,Водный стадион,55.8435136,37.4804812,1
9,15,1,38.0,100000,Покровское-Стрешнево,бульвар Чкаловский,6,Спартак,55.8146194,37.4208739,1
7,28,-1,35.5,100000,Филевский парк, Василисы Кожиной,13,Парк Победы,55.7358985,37.4989355,1
6,16,3,65.0,100000,Мещанский,2-й Крестовский переулок,8,Рижская,55.7907879,37.638376,1
6,8,3,72.0,100000,Раменки,Мосфильмовская ,17/25,Ломоносовский проспект,55.7152111,37.5157784,1
12,19,2,57.0,100000,Северное Измайлово,Щелковское шоссе,18К1,Щёлковская,55.8070997,37.7721573,1
4,9,2,44.0,100000,Лефортово,Душинская ,18К1,Авиамоторная,55.7448958,37.7054521,1
13,17,3,70.0,100000,Северное Бутово, Грина,12,Бульвар Дмитрия Донского,55.5680148,37.5678619,0
17,33,2,50.5,100000,Очаково-Матвеевское,проезд Стройкомбината,1,Очаково,55.6831368,37.4477379,1
5,17,4,90.2,100000,Вешняки,Снайперская ,2К1,Выхино,55.7252689,37.8159617,1
7,8,2,60.0,100000,Ломоносовский, Крупской,4К1,Университет,55.682817,37.5314301,1
7,18,2,55.0,100000,Беговой,Ленинградский проспект,29к1,Динамо,55.7852404,37.5627461,1
4,19,2,59.0,100000,Солнцево,Производственная ,10к2,Солнцево,55.6429992,37.3849655,1
10,12,3,65.0,100000,Донской,Загородное шоссе,5К1,Крымская,55.6961302,37.6120876,1
15,17,1,40.0,100000,Войковский,Старопетровский проезд,8,Войковская,55.8233983,37.5059381,1
15,18,2,47.0,100000,Теплый Стан,Профсоюзная ,128А,Коньково,55.6301729,37.5145921,1
6,15,3,78.2,100000,Черемушки,Севастопольский проспект,28к9,Зюзино,55.650992,37.5652736,0
18,33,2,62.0,100000,Метрогородок,Открытое шоссе,18Ак4,Бульвар Рокоссовского,55.8198957,37.7491122,0
1,17,3,73.8,100000,Крылатское,Осенний бульвар,6,Крылатское,55.7543381,37.4093969,1
14,23,1,40.0,100000,Марфино,Ботаническая ,29Ак3,Улица Милашенкова,55.8326212,37.5929559,0
12,33,2,42.0,100000,Очаково-Матвеевское,Очаковское шоссе,5к6,Аминьевская,55.6934494,37.4637349,1
12,21,2,46.4,100000,Алексеевский,Новоалексеевская ,16к2,Алексеевская,55.8085088,37.6477713,1
12,25,3,90.0,100000,Митино,Митинская ,28к2,Митино,55.8459007,37.3691816,1
10,14,2,60.1,100000,Северное Измайлово,Щелковское шоссе,74,Щёлковская,55.8101414,37.8106949,1
5,25,3,65.0,100000,Покровское-Стрешнево,Волоколамское шоссе,81/2с2,Трикотажная,55.825469,37.412051,1
14,24,3,55.0,100000,Текстильщики,1-й Грайвороновский проезд,3,Текстильщики,55.7193434,37.7250206,1
8,8,3,81.3,100000,Лефортово,Авиамоторная ,28/6,Авиамоторная,55.7461613,37.7201334,1
5,5,3,68.0,100000,Хорошевский,5-я Магистральная ,10,Хорошёвская,55.7725035,37.5263705,1
6,8,2,56.0,100000,Хамовники,Смоленский бульвар,1/2,Парк Культуры,55.7416943,37.5847162,0
2,15,2,75.0,100000,Московский, Татьянин Парк,16к1,Говорово,55.6560482,37.4274823,1
8,10,3,100.0,100000,Марьино,Люблинская ,163/1,Марьино,55.6513201,37.7456224,1
2,8,2,55.7,100000,Хамовники,Комсомольский проспект,33/11,Фрунзенская,55.7237955,37.5791747,1
4,10,2,50.0,100000,Якиманка,Ленинский проспект,3,Октябрьская,55.6434501,37.4810301,1
19,42,1,42.0,100000,Котловка,Севастопольский проспект,22А,Крымская,55.650992,37.5652736,0
11,26,1,33.6,100000,Нижегородский,Перовское шоссе,2к1,Нижегородская,55.7337522,37.7383162,1
22,52,1,37.0,100000,Хорошево-Мневники, Народного Ополчения,15К1,Народное Ополчение,55.7734505,37.4746275,1
2,5,2,50.0,100000,Басманный,переулок Токмаков,20/31С1,Курская,55.764051,37.6703987,1
7,16,1,30.0,100000,Филевский парк,Большая Филевская ,4,Фили,55.7536763,37.5131224,1
17,30,2,49.0,100000,Нижегородский,Перовское шоссе,2к1,Нижегородская,55.7337522,37.7383162,1
11,28,2,49.5,100000,Москворечье-Сабурово,Каширский проезд,25к2,Варшавская,55.6541383,37.6243149,1
5,25,1,40.0,100000,Филевский парк,Береговой проезд,5Ак1,Фили,55.7565879,37.5147963,1
5,14,1,34.0,100000,Покровское-Стрешнево,бульвар Небесный,1к1,Спартак,55.8196861,37.4275515,1
5,17,2,35.3,100000,Нижегородский,Перовское шоссе,2к1,Нижегородская,55.7337522,37.7383162,1
1,5,2,59.4,100000,Даниловский, Шухова,13К2,Шаболовская,55.7157799,37.6122034,1
1,5,2,50.0,100000,Аэропорт,Планетная ,12,Гражданская,55.8007212,37.5501463,1
5,8,1,50.8,100000,Таганский,Таганская ,15С2,Марксистская,55.7405574,37.6621904,1
8,22,3,77.9,100000,Чертаново Южное,Кировоградская ,38К1,Пражская,55.6035837,37.5990064,1
7,10,2,42.0,100000,Марьина роща,Шереметьевская ,26,Марьина Роща,55.8053528,37.617179,1
2,23,2,55.0,100000,Очаково-Матвеевское,Веерная ,6,Матвеевская,55.7115487,37.4890846,1
7,10,3,80.0,100000,Митино, Генерала Белобородова,21,Митино,55.8323364,37.3555767,0
9,22,3,83.0,100000,Внуковское, Анны Ахматовой,16,Рассказовка,55.6346432,37.3288879,1
2,20,2,50.0,100000,Даниловский,проспект Лихачева,12к1,Технопарк,55.6898037,37.6558346,1
3,32,2,39.3,100000,Бутырский, Руставели,16к2,Бутырская,55.8122999,37.5997512,1
9,17,2,70.0,100000,Отрадное, Санникова,7,Отрадное,55.8605455,37.5964734,1
3,9,3,80.1,100000,Гагаринский,проспект Вернадского,9/10,Университет,55.690134,37.5339179,1
11,24,1,63.0,100000,Тропарево-Никулино, Покрышкина,8к2,Юго-Западная,55.6663328,37.4717,1
8,30,2,45.0,100000,Южнопортовый,Волгоградский проспект,32/5к3,Угрешская,55.7211059,37.6880989,1
6,8,2,60.0,100000,Сокол,Новопесчаная ,26,Зорге,55.7932218,37.5063742,1
1,5,1,37.0,100000,Басманный,Покровский бульвар,16/10С1,Китай-город,55.7540819,37.6472222,1
26,27,1,35.6,100000,Очаково-Матвеевское,Аминьевское шоссе,4Дк2,Аминьевская,55.7210534,37.4499107,0
3,12,1,43.0,100000,Фили-Давыдково, Ивана Франко,6,Кунцевская,55.7284885,37.451331,1
6,33,2,58.0,100000,Рязанский, Михайлова,30Ак6,Окская,55.7256956,37.77553,1
9,16,3,78.0,100000,Некрасовка, Маресьева,12к4,Некрасовка,55.713737,37.9440932,1
19,24,2,45.0,100000,Свиблово,Сельскохозяйственная ,38к1,Ботанический сад,55.8388084,37.631763,0
3,19,1,42.0,100000,Хорошево-Мневники,Шелепихинская набережная,42к1,Мнёвники,55.7674703,37.4985721,1
20,25,2,55.0,100000,Очаково-Матвеевское, Малая Очаковская,4Ак1,Озёрная,55.6704744,37.4412928,0
7,37,1,33.0,100000,Хорошево-Мневники,Шелепихинская набережная,34к1,Шелепиха,55.7616673,37.5131556,1
29,32,1,40.0,100000,Нижегородский,Газгольдерная ,10,Нижегородская,55.7259644,37.7397757,0
3,22,3,75.4,100000,Ярославский,Ярославское шоссе,2К1,Свиблово,55.8517379,37.6795335,1
17,17,3,78.0,100000,Красносельский,Верхняя Красносельская ,10к7а,Красносельская,55.7830728,37.6595509,1
9,12,3,68.0,100000,Метрогородок,Тагильская ,4В,Бульвар Рокоссовского,55.8161887,37.7538813,1
9,12,2,68.0,100000,Метрогородок,Тагильская ,4В,Бульвар Рокоссовского,55.8161887,37.7538813,1
2,11,2,53.0,100000,Басманный,Семеновская набережная,3/1К6,Электрозаводская,55.78013,37.7060176,1
5,5,2,44.0,100000,Таганский,Стройковская ,17/1,Пролетарская,55.7329767,37.6739681,1
30,30,2,41.0,100000,Южнопортовый,Волгоградский проспект,32/5к1,Угрешская,55.7202285,37.6904617,1
3,5,2,45.0,100000,Проспект Вернадского, Лобачевского,68,Проспект Вернадского,55.6728394,37.4914383,1
2,9,1,38.0,100000,Марьина роща,1-я Ямская ,4,Марьина Роща,55.7939757,37.6106516,1
5,24,1,35.0,100000,Хорошево-Мневники,Шелепихинская набережная,34к4,Шелепиха,55.7638327,37.5133378,1
4,8,1,33.0,100000,Тверской,Лесная ,63/43с2,Менделеевская,55.5427448,37.2029034,0
18,23,3,104.0,100000,Чертаново Центральное,Чертановская ,48к3,Пражская,55.6068276,37.5896062,1
14,43,1,36.0,100000,Раменки, Василия Ланового,1к2,Аминьевская,55.6961187,37.4767878,1
10,22,1,42.0,100000,Хорошево-Мневники,3-я Хорошевская ,17А,Зорге,55.7845489,37.495187,1
2,18,1,49.0,100000,Раменки,Мичуринский проспект,19К1,Раменки,55.6977893,37.5049069,1
6,7,2,56.0,100000,Дорогомилово,Кутузовский проспект,24,Москва-Сити,55.7448714,37.5440689,1
11,16,3,65.0,100000,Бутырский, Яблочкова,41А,Фонвизинская,55.8274381,37.577221,1
11,25,1,40.0,100000,Щукино, Берзарина,32,Щукинская,55.7910189,37.4711374,1
19,26,-1,45.0,100000,Головинский,Кронштадтский бульвар,6к4,Водный стадион,55.8407776,37.4944122,1
3,16,2,85.0,100000,Кунцево,Истринская ,8к3,Кунцевская,55.7357745,37.4328167,1
2,5,1,36.3,100000,Басманный,Большая Почтовая ,18/20К9,Бауманская,55.7752703,37.6936941,1
4,14,2,60.0,100000,Раменки, Пудовкина,6К2,Поклонная,55.7284283,37.5336512,1
7,16,1,38.5,100000,Даниловский, Архитектора Щусева,5к2,ЗИЛ,55.696815,37.634168,1
18,37,1,39.65,100000,Хорошевский,Хорошевское шоссе,12к1,Беговая,55.7749222,37.5509291,1
2,9,3,57.0,100000,Пресненский,Мантулинская ,2,Улица 1905 года,55.7554191,37.5445134,1
31,37,3,72.2,100000,Хорошевский,Хорошевское шоссе,12к1,Беговая,55.7749222,37.5509291,1
7,36,-1,28.0,100000,Беговой,Ленинградский проспект,34А,Динамо,55.8005961,37.5325653,0
10,19,1,42.0,100000,Покровское-Стрешнево,Волоколамское шоссе,71к1,Тушинская,55.8220295,37.4310555,1
13,21,3,78.0,100000,Новогиреево,Утренняя ,20А,Перово,55.748312,37.798366,1
1,17,4,92.3,100000,Можайский,Сколковское шоссе,13,Сетунь,55.7108978,37.4074284,1
10,18,2,56.8,100000,Северное Измайлово,5-я Парковая ,62Б,Щёлковская,55.8078236,37.7898913,1
29,30,1,43.8,100000,Пресненский, Пресненский Вал,19,Улица 1905 года,55.7715355,37.568897,0
30,33,2,43.0,100000,Очаково-Матвеевское,Очаковское шоссе,5к4,Аминьевская,55.6944058,37.4627488,1
2,17,4,97.0,100000,Тропарево-Никулино, Академика Анохина,11К1,Юго-Западная,55.6576443,37.4742569,1
12,14,2,70.0,100000,Ломоносовский,проспект Вернадского,21К1,Университет,55.6851005,37.5225614,1
11,16,2,67.0,100000,Войковский,6-й Новоподмосковный переулок,3,Войковская,55.8228383,37.5106541,1
3,22,2,55.1,100000,Богородское,Тюменский проезд,3к8,Бульвар Рокоссовского,55.8109247,37.7424323,1
14,23,3,105.0,100000,Солнцево, Богданова,6к1,Солнцево,55.6555968,37.400231,1
9,25,2,46.0,100000,Покровское-Стрешнево,Волоколамское шоссе,81/2с3,Трикотажная,55.8257301,37.4131756,1
11,22,2,52.6,100000,Останкинский,Олонецкая ,6,Отрадное,55.8544795,37.6212848,1
17,18,2,49.8,100000,Останкинский,Березовая аллея,19к3,Ботанический сад,55.850144,37.6224747,1
13,16,3,78.0,100000,Зюзино,Керченская ,8,Зюзино,55.6560013,37.5831672,1
6,22,1,56.5,100000,Ломоносовский, Вавилова,69А,Профсоюзная,55.6810208,37.5511267,1
11,16,2,56.0,100000,Мещанский,2-й Крестовский переулок,8,Рижская,55.7907879,37.638376,1
3,8,3,80.0,100000,Ломоносовский,проспект Вернадского,13,Университет,55.6874587,37.5273901,1
7,10,3,70.0,100000,Басманный,Чистопрудный бульвар,12К4,Чистые пруды,55.7616077,37.6428525,1
2,10,2,59.0,100000,Внуковское,бульвар Андрея Тарковского,11,Рассказовка,55.6247242,37.3419575,1
4,17,1,39.0,100000,Пресненский,Шелепихинское шоссе,13С2,Шелепиха,55.7581536,37.5215659,1
5,9,3,62.7,100000,Коньково,Профсоюзная ,96К4,Беляево,55.6494386,37.5261599,1
12,23,3,92.7,100000,Некрасовка, Маресьева,7к4,Некрасовка,55.7114748,37.9338136,1
3,8,2,55.0,100000,Гагаринский,Ленинский проспект,73/8,Университет,55.6883716,37.5472618,1
8,9,2,60.0,100000,Гагаринский,Ленинский проспект,70/11,Университет,55.6879261,37.5407755,1
4,9,1,32.0,100000,Проспект Вернадского, Удальцова,3К11,Новаторская,55.6703677,37.509335,1
3,5,3,80.0,100000,Филевский парк,Большая Филевская ,8К1,Фили,55.7519324,37.509331,1
5,9,2,50.0,100000,Замоскворечье,Большая Пионерская ,37/38,Серпуховская,55.7255999,37.6353482,1
30,33,2,55.5,100000,Нагатино-Садовники,2-й Нагатинский проезд,2/2к1,Коломенская,55.6768134,37.6420803,1
4,9,1,31.4,100000,Басманный,Старая Басманная ,9к1,Курская,55.7650439,37.6575974,1
5,26,3,82.7,100000,Московский, Радужная,9,Рассказовка,55.5921559,37.3736888,1
2,13,1,24.0,100000,Филевский парк,Барклая ,6Ак1,Багратионовская,55.7407159,37.5065589,1
6,8,2,49.8,100000,Хамовники,Смоленская-Сенная площадь,23/25,Смоленская,55.7442249,37.5829306,1
26,30,1,40.0,100000,Южнопортовый,Волгоградский проспект,32/3к5,Угрешская,55.7209331,37.6935747,1
15,20,2,63.0,100000,Соколиная гора, 3-я Соколиной Горы,9,Шоссе Энтузиастов,55.7620989,37.7388286,1
15,31,2,39.4,100000,Можайский, Петра Алексеева,14,Давыдково,55.7162587,37.4311173,1
5,5,2,48.0,100000,Хамовники,Малая Пироговская ,6/4к1,Спортивная,55.7305446,37.5713048,1
1,7,2,60.0,100000,Обручевский, Саморы Машела,2А,Университет Дружбы Народов,55.6492778,37.4981923,1
8,15,2,64.0,100000,Московский, Саларьевская,14к3,Саларьево,55.6187953,37.41114,1
5,6,2,40.0,100000,Арбат,Новинский бульвар,13,Смоленская,55.7538357,37.5828558,1
8,17,2,68.0,100000,Марьино,Донецкая ,10К1,Курьяново,55.6507948,37.7161765,1
12,17,3,78.0,100000,Коньково,Миклухо-Маклая ,38,Беляево,55.6385384,37.5368414,1
10,15,2,40.0,100000,Сосенское,проспект Магеллана,4,Прокшино,55.5913814,37.4432655,1
12,16,2,38.0,100000,Ярославский,Ярославское шоссе,114К1,Свиблово,55.86612,37.7078664,1
2,15,4,110.0,100000,Бирюлево Восточное,6-я Радиальная ,5к1,Царицыно,55.6064767,37.6584534,1
4,12,2,50.0,100000,Сосенское,проспект Куприна,1к2,Потапово,55.5581218,37.5023296,1
11,33,2,37.0,100000,Метрогородок,Открытое шоссе,18Ак2,Бульвар Рокоссовского,55.8198957,37.7491122,0
6,12,1,37.0,100000,Пресненский, Пресненский Вал,14к2,Улица 1905 года,55.7661668,37.5670243,1
10,30,-1,96.0,100000,Раменки, Лобачевского,120к1,Аминьевская,55.6961966,37.4718697,1
6,10,2,42.0,100000,Лефортово, Золоторожский Вал,8,Серп и Молот,55.7519104,37.6858185,1
31,33,-1,111.0,100000,Хорошево-Мневники,Причальный проезд,10к1,Шелепиха,55.7604834,37.5172753,1
13,22,3,78.0,100000,Тропарево-Никулино,Никулинская ,31,Озёрная,55.6685358,37.4490502,1
11,12,1,38.5,100000,Свиблово, Амундсена,7,Свиблово,55.8516572,37.6567094,1
3,27,1,37.0,100000,Лефортово, Крузенштерна,10к1,Авиамоторная,55.7513569,37.7041778,1
33,33,1,32.0,100000,Очаково-Матвеевское,Очаковское шоссе,5к4,Аминьевская,55.6944058,37.4627488,1
3,14,2,51.4,100000,Басманный, Госпитальный Вал,5С1,Электрозаводская,55.7746877,37.7125542,0
10,17,3,73.8,100000,Москворечье-Сабурово,Пролетарский проспект,19К2,Кантемировская,55.641121,37.6572164,1
3,10,2,57.0,100000,Красносельский,1-й Красносельский переулок,3,Красносельская,55.7831419,37.6685581,1
6,10,1,53.9,100000,Хорошевский,Ходынский бульвар,13,ЦСКА,55.7852672,37.5246978,1
4,5,2,40.0,100000,Черемушки,Профсоюзная ,54,Новые Черёмушки,55.6718788,37.555724,1
12,17,3,76.0,100000,Новокосино,Новокосинская ,15К5,Новокосино,55.7387877,37.8540531,1
6,22,1,38.7,100000,Покровское-Стрешнево,Волоколамское шоссе,71к8,Спартак,55.8169168,37.4263457,1
15,17,3,74.3,100000,Москворечье-Сабурово,Кантемировская ,4К3,Москворечье,55.638658,37.6797529,1
21,22,3,74.6,100000,Марьино,Братиславская ,22,Братиславская,55.6553696,37.7626172,1
7,14,2,55.0,100000,Марьино,Новочеркасский бульвар,49,Марьино,55.6515506,37.737974,1
5,15,3,57.0,100000,Сосенское, Потаповская Роща,20к2,Потапово,55.5513768,37.5063207,1
2,9,3,51.0,100000,Орехово-Борисово Северное, Генерала Белова,19К1,Домодедовская,55.6225235,37.7164898,0
15,16,1,45.3,92000,Даниловский,Автозаводская ,23С120,ЗИЛ,55.7013042,37.6426265,1
7,24,-1,30.0,93000,Хорошево-Мневники,Шелепихинская набережная,34к4,Шелепиха,55.7638327,37.5133378,1
5,9,3,58.0,95000,Сокольники, 2-я Сокольническая,1,Сокольники,55.7859766,37.6807588,1
15,30,2,45.0,95000,Головинский,Кронштадтский бульвар,9к4,Водный стадион,55.8433941,37.4892847,1
5,9,2,52.0,95000,Лефортово,Волочаевская ,20К3,Серп и Молот,55.7535572,37.677335,1
20,33,2,34.0,95000,Очаково-Матвеевское,Большая Очаковская ,2К2,Аминьевская,55.6924617,37.4666244,1
12,22,2,60.0,95000,Московский,Родниковая ,30к3,Саларьево,55.6316267,37.4177935,1
3,16,2,54.0,95000,Теплый Стан,Ленинский проспект,123К1,Тропарёво,55.6460704,37.4809677,1
3,7,2,54.0,95000,Обручевский, Саморы Машела,2А,Университет Дружбы Народов,55.6492778,37.4981923,1
3,17,3,75.0,95000,Зябликово, Мусы Джалиля,4К2,Борисово,55.6291545,37.7388882,1
18,43,1,28.0,95000,Раменки, Василия Ланового,1к2,Аминьевская,55.6961187,37.4767878,1
19,20,1,36.5,95000,Алексеевский,Новоалексеевская ,16к4,Алексеевская,55.8070079,37.6488521,1
20,26,1,38.0,95000,Можайский,переулок 2-й Петра Алексеева,5,Рабочий посёлок,55.7178449,37.4303101,1
41,41,1,30.0,95000,Хорошево-Мневники,Шелепихинская набережная,34к5,Шелепиха,55.764544,37.5111189,1
14,14,-1,24.7,95000,Сокол,Ленинградский проспект,80к66,Сокол,55.8110808,37.514657,1
1,12,2,41.0,95000,Пресненский,Большой Тишинский переулок,41,Улица 1905 года,55.7692006,37.5690316,1
4,9,2,42.0,95000,Басманный,Новая Басманная ,4-6С3,Красные ворота,55.7684396,37.6537376,1
8,15,2,59.0,95000,Гольяново,Амурская ,1/2/2,Черкизовская,55.8067001,37.7526157,1
26,26,1,31.0,95000,Нагатино-Садовники,Нагатинская набережная,10А,Нагатинская,55.6823842,37.6375852,1
27,32,1,33.0,95000,Бутырский, Руставели,16к1,Бутырская,55.8119913,37.5982566,1
20,33,1,42.0,95000,Очаково-Матвеевское,Очаковское шоссе,5к1.1,Аминьевская,55.6898704,37.4492302,0
10,12,3,78.0,95000,Теплый Стан, Островитянова,16К4,Коньково,55.6342612,37.5088971,1
14,25,2,75.0,95000,Люблино,Люблинская ,76к5,Перерва,55.6632401,37.7304695,1
5,17,2,55.0,96000,Лианозово,Псковская ,2К1,Лианозово,55.9014249,37.5540936,1
6,14,3,78.5,96000,Молжаниновский,Ленинградское шоссе,229Ак1,Новоподрезково,55.8227984,37.4950676,0
9,12,2,68.0,97000,Метрогородок,Тагильская ,4В,Бульвар Рокоссовского,55.8161887,37.7538813,1
21,33,2,51.0,98000,Очаково-Матвеевское, Малая Очаковская,4Ак2,Озёрная,55.6704744,37.4412928,0
6,8,1,38.0,99900,Даниловский, Архитектора Щусева,4к1,ЗИЛ,55.6981366,37.634129,1
8,30,2,45.0,99000,Рязанский,Окская ,7А,Окская,55.7165446,37.7690857,1
21,38,2,52.8,100000,Строгино, Маршала Катукова,24к1,Строгино,55.8044275,37.4145745,1
18,37,1,40.0,100000,Хорошевский,Хорошевское шоссе,12к1,Беговая,55.7749222,37.5509291,1
21,33,2,46.0,100000,Нижегородский,Перовское шоссе,2к1,Нижегородская,55.7337522,37.7383162,1
2,9,3,65.0,100000,Преображенское,Большая Черкизовская ,10К1,Преображенская площадь,55.7967378,37.7239592,1
2,6,3,75.0,100000,Можайский, Толбухина,7К1,Сетунь,55.7202015,37.400855,1
4,10,2,48.0,100000,Тверской,Угловой переулок,2,Менделеевская,55.7850855,37.5890818,1
17,24,2,82.0,100000,Нагатино-Садовники,Высокая ,21,Коломенская,55.6817754,37.6626732,1
4,19,2,62.0,100000,Таганский, Мельникова,2,Волгоградский проспект,55.727251,37.676551,1
3,7,2,58.0,100000,Дорогомилово,Кутузовский проспект,1/7,Киевская,55.750274,37.5713217,1
2,5,2,45.0,100000,Сокольники, Сокольническая Слободка,10,Сокольники,55.7896991,37.6752616,1
9,24,2,51.8,100000,Московский, Саларьевская,10к2,Саларьево,55.6190187,37.4129259,1
23,32,2,45.9,100000,Головинский,Кронштадтский бульвар,9к3,Водный стадион,55.8429308,37.4898371,1
30,48,1,44.1,100000,Пресненский,Мукомольный проезд,2,Москва-Сити,55.7512009,37.526359,1
7,33,1,24.0,100000,Хорошево-Мневники,Причальный проезд,10к1,Шелепиха,55.7604834,37.5172753,1
17,19,3,70.0,100000,Сосенское,проспект Прокшинский,11,Прокшино,55.5905796,37.4271583,1
9,22,1,40.0,100000,Хорошево-Мневники,3-я Хорошевская ,17А,Зорге,55.7845489,37.495187,1
12,17,3,72.0,100000,Коньково,Профсоюзная ,113К1,Коньково,55.6311625,37.5205813,1
10,17,2,58.2,100000,Зюзино,Болотниковская ,36к5,Нахимовский проспект,55.660883,37.5948403,1
25,27,2,60.1,100000,Щукино, Берзарина,32А,Октябрьское поле,55.7902666,37.4691309,1
3,3,2,46.5,100000,Головинский,Михалковская ,46К1,Коптево,55.8408051,37.5156581,1
20,22,2,58.0,100000,Обручевский, Саморы Машела,6,Университет Дружбы Народов,55.6483648,37.4996387,1
21,38,2,52.8,100000,Строгино, Маршала Катукова,24к1,Строгино,55.8044275,37.4145745,1
2,16,2,50.2,100000,Лефортово,Таможенный проезд,8К1,Серп и Молот,55.7513589,37.6808779,1
7,17,2,58.1,100000,Марьино, Перерва,58,Братиславская,55.6626003,37.7602372,1
9,9,3,60.0,100000,Печатники,Шоссейная ,6,Печатники,55.6908831,37.7248847,1
20,32,2,36.0,100000,Очаково-Матвеевское,Очаковское шоссе,5к1,Аминьевская,55.6956069,37.4603495,1
22,22,-1,28.0,100000,Покровское-Стрешнево,Волоколамское шоссе,71/22к3,Спартак,55.822322,37.4357588,1
2,6,2,55.6,100000,Даниловский,Люсиновская ,66,Тульская,55.7164749,37.6219718,1
8,15,2,41.0,100000,Даниловский,Автозаводская ,23С120,ЗИЛ,55.7013042,37.6426265,1
5,7,1,40.0,100000,Дорогомилово,Кутузовский проспект,24,Москва-Сити,55.7448714,37.5440689,1
8,8,1,42.0,100000,Хамовники,2-я Фрунзенская ,7,Фрунзенская,55.7227565,37.5807995,1
18,18,2,43.5,100000,Хорошево-Мневники,Карамышевская набережная,36,Народное Ополчение,55.76912,37.4708767,1
6,33,2,52.0,100000,Нижегородский,Новохохловская ,15к3,Калитники,55.7288458,37.7120578,1
6,17,2,50.3,100000,Крылатское, Крылатские Холмы,21,Крылатское,55.7544147,37.4118649,1
4,15,1,37.5,100000,Лефортово,проезд Шелихова,2,Площадь Ильича,55.7488494,37.6911507,1
1,18,3,82.0,100000,Внуковское, Авиаконструктора Петлякова,11,Пыхтино,55.6213746,37.3036024,1
11,15,2,47.0,111900,Хорошевский,Ходынский бульвар,2,ЦСКА,55.7891099,37.5384095,1
8,17,3,75.4,120000,Ярославский,Ярославское шоссе,51,Свиблово,55.8609079,37.6899651,1
14,25,2,67.0,115000,Хорошевский, Маргелова,3к2,Беговая,55.7770993,37.541069,1
29,37,2,56.5,120000,Раменки,Мосфильмовская ,98к1,Аминьевская,55.6985445,37.474536,1
12,28,2,45.0,109990,Филевский парк, Василисы Кожиной,13,Парк Победы,55.7358985,37.4989355,1
3,8,2,43.5,120000,Хамовники,Комсомольский проспект,34,Фрунзенская,55.7243352,37.5773283,1
8,13,2,45.0,110800,Филевский парк, Василисы Кожиной,13,Парк Победы,55.7358985,37.4989355,1
4,10,2,41.7,109800,Рязанский,Окская ,7А,Окская,55.7165446,37.7690857,1
19,30,3,55.0,120000,Алексеевский,Староалексеевская ,5А,Алексеевская,55.8114915,37.6453534,1
