floor,floors_count,rooms_count,total_meters,price_per_month,district,street,house_number,underground,lat,lon,geo_quality
6,14,2,60.0,45000,Некрасовка, Маршала Еременко,3к4,Некрасовка,55.7114478,37.9466804,1
8,17,1,38.5,45000,Коньково,Профсоюзная ,113К2,Коньково,55.6310467,37.5216749,1
13,23,1,38.0,45000,Крылатское,Рублевское шоссе,44К1,Крылатское,55.7517656,37.4114974,1
4,5,1,34.0,42000,Кузьминки,Волгоградский проспект,68К3,Кузьминки,55.7051072,37.7578556,1
16,23,1,29.0,42000,Южное Бутово,Старокрымская ,17,Улица Скобелевская,55.5585477,37.5594655,1
18,22,1,38.0,45000,Северное Бутово, Знаменские Садки,1К1,Улица Старокачаловская,55.5714565,37.5759759,1
9,9,1,35.0,42000,Очаково-Матвеевское,Большая Очаковская ,19,Очаково,55.6815596,37.4562011,1
2,24,1,24.0,43000,Солнцево,Производственная ,17,Новопеределкино,55.6434402,37.3820192,1
5,9,1,30.0,43000,Филимонковское, Золотошвейная,3,Филатов Луг,55.5573416,37.3139721,1
3,9,1,21.0,45000,Северное Медведково,проезд Шокальского,67К2,Медведково,55.8860713,37.6722236,1
3,5,1,38.0,45000,Гольяново,Щелковское шоссе,53,Щёлковская,55.8107679,37.7894473,1
2,14,2,37.0,44000,Кокошкино, Аэростатная,6к2,Кокошкино,55.5898325,37.1730879,1
10,17,2,55.0,45000,Десёновское, 3-я Нововатутинская,13к1,Ольховая,55.5180005,37.3438911,1
3,12,1,39.0,45000,Восточное Дегунино,Дубнинская ,22К2,Дегунино,55.8716967,37.5630665,1
4,5,2,45.0,45000,Кузьминки,Волгоградский проспект,107К1,Кузьминки,55.7073607,37.7573757,1
10,17,1,38.0,45000,Ховрино, Ляпидевского,16,Речной вокзал,55.8581449,37.4953169,1
4,15,1,52.0,45000,"""Мосрентген""", Героя России Соломатина,17,Тютчевская,55.6155714,37.4760481,0
4,17,1,40.0,43000,Митино,Митинская ,28К1,Митино,55.8451286,37.3697525,1
16,19,1,37.0,45000,Некрасовка,Рождественская ,31,Некрасовка,55.7063856,37.9309585,1
9,9,1,31.0,45000,Кузьминки,Волгоградский проспект,64К1,Кузьминки,55.706002,37.7565983,1
12,17,1,40.0,45000,Десёновское, 3-я Нововатутинская,15к1,Ольховая,55.5162641,37.3383684,1
4,9,1,32.5,45000,Орехово-Борисово Северное,Ореховый бульвар,23К2,Домодедовская,55.6141718,37.7255855,1
9,9,2,42.0,43000,Люблино, Верхние Поля,7К3,Братиславская,55.6670321,37.7464318,1
11,12,2,51.0,45000,Южное Бутово,Бартеневская ,57,Бунинская аллея,55.5457762,37.5169856,1
15,19,1,33.0,45000,Внуковское, Омская,19,Аэропорт Внуково,55.619336,37.2622463,1
16,16,2,51.0,45000,Люблино,Краснодарская ,51К2,Люблино,55.6772495,37.765315,1
10,17,1,38.0,45000,Коньково,Профсоюзная ,119К1,Коньково,55.6291344,37.518897,1
2,5,-1,18.0,43000,Головинский,Автомоторная ,4АС21,Лихоборы,55.8457521,37.541592,0
3,9,1,33.0,45000,Бибирево,Мурановская ,17Б,Алтуфьево,55.89543,37.5974719,1
7,22,1,42.0,45000,Северное Измайлово,15-я Парковая ,38,Щёлковская,55.8043108,37.8193942,1
9,12,1,35.0,45000,Рязанский,Рязанский проспект,69,Окская,55.7187026,37.7871214,1
3,9,1,32.5,42000,Северное Измайлово,Сиреневый бульвар,53,Щёлковская,55.8036485,37.8144368,1
7,25,1,42.0,45000,Митино,Митинская ,10,Волоколамская,55.8400938,37.3778113,1
1,9,1,26.0,45000,Отрадное, Бестужевых,12Г,Отрадное,55.8697072,37.6099799,1
5,5,2,38.0,45000,Коптево,1-й Новомихалковский проезд,8,Коптево,55.8387109,37.5376553,1
7,22,1,38.4,45000,Некрасовка,Покровская ,41,Некрасовка,55.7069699,37.9177262,1
2,9,1,33.0,45000,Алексеевский, Павла Корчагина,16,ВДНХ,55.8176751,37.6618368,1
5,9,1,36.0,43000,Северное Тушино, Свободы,85К2,Планерная,55.8642191,37.4457326,1
24,24,1,20.0,42000,Отрадное, Римского-Корсакова,11к4,Отрадное,55.8751236,37.5998754,1
2,5,1,31.0,43000,Царицыно,Севанская ,58,Кантемировская,55.6247113,37.64869,1
14,16,1,39.8,43000,Крюково,проспект Георгиевский,37к3,Зеленоград — Крюково,55.9652984,37.1499208,1
2,12,2,38.0,45000,Ховрино,Зеленоградская ,31К5,Ховрино,55.8743292,37.4900474,1
3,12,1,38.0,43000,Южное Тушино, Свободы,49К3,Сходненская,55.8478473,37.4496235,1
14,16,2,40.1,45000,Матушкино,Зеленоград,к451,Зеленоград — Крюково,55.991243,37.2054241,1
1,9,1,35.0,45000,Чертаново Северное,Кировоградская ,10К2,Южная,55.6260587,37.6082398,1
3,3,2,61.2,45000,Марушкинское, Черничная,53,Санино,55.580534,37.1593085,1
17,22,1,39.0,45000,Ново-Переделкино,Лукинская ,14к1,Новопеределкино,55.6479274,37.3396967,1
7,14,1,37.0,44000,Северное Измайлово,15-я Парковая ,40К4,Щёлковская,55.8070874,37.8215263,1
9,33,1,20.0,43000,Южное Медведково,Полярная ,27к6,Медведково,55.8837708,37.6397135,1
5,6,1,28.0,45000,Войковский, Клары Цеткин,13,Красный Балтиец,55.8195954,37.5174461,1
5,5,2,48.0,45000,Бабушкинский, Коминтерна,5,Бабушкинская,55.8632576,37.6773146,1
22,24,1,36.0,43000,Выхино-Жулебино,Жулебинский бульвар,1,Жулебино,55.6852173,37.8476725,1
14,24,1,20.0,45000,Метрогородок,Тагильская ,3к4,Бульвар Рокоссовского,55.8166181,37.7591998,1
2,9,1,35.0,45000,Теплый Стан,Профсоюзная ,146К2,Тёплый Стан,55.6246038,37.5060957,1
17,17,1,30.0,43000,Воскресенское,проезд Чечерский,130,Бунинская аллея,55.5230527,37.5146781,1
3,15,1,37.0,43000,Коптево,Большая Академическая ,20Б,Красный Балтиец,55.8223411,37.5311217,1
5,8,1,45.0,45000,Соколиная гора,проспект Буденного,27,Соколиная гора,55.7691425,37.7296917,1
5,50,1,40.0,43000,Бирюлево Восточное,Михневская ,8,Царицыно,55.5800752,37.6724181,1
1,14,1,20.0,45000,Преображенское,Знаменская ,5,Преображенская площадь,55.8025466,37.7151359,1
1,9,1,32.6,45000,Дмитровский, Софьи Ковалевской,2К4,Яхромская,55.8782315,37.5366899,1
5,5,2,45.0,45000,Гольяново,Уральская ,6К5,Щёлковская,55.813944,37.8012071,1
18,25,1,46.0,45000,Ново-Переделкино,Лукинская ,10,Переделкино,55.6495963,37.3435278,1
6,9,1,35.0,45000,Северное Тушино, Вилиса Лациса,9К3,Планерная,55.8623301,37.429016,1
5,10,1,39.0,42000,Выхино-Жулебино,Хвалынский бульвар,5/12,Лермонтовский проспект,55.6973373,37.8494301,0
14,17,1,40.0,45000,Внуковское, Бориса Пастернака,27к1,Рассказовка,55.6365404,37.3167516,1
8,9,2,45.0,45000,Ивановское,Челябинская ,7,Новогиреево,55.7771635,37.8269966,0
7,9,1,37.0,42000,Орехово-Борисово Южное,Елецкая ,10к1,Домодедовская,55.608733,37.7319149,1
8,9,1,33.0,45000,Ярославский,Палехская ,15,Свиблово,55.8701643,37.7013024,1
2,5,1,32.0,45000,Богородское,Бойцовая ,10К4,Бульвар Рокоссовского,55.8111346,37.7205581,1
11,17,1,45.0,45000,Северное Измайлово,13-я Парковая ,35,Щёлковская,55.8085695,37.8094798,1
3,5,2,42.0,42000,Новая Москва, Лесная,78,Крёкшино,55.535737,37.2266524,1
2,17,1,38.0,45000,Москворечье-Сабурово,Пролетарский проспект,19К2,Кантемировская,55.641121,37.6572164,1
9,12,1,38.0,45000,Зюзино,Болотниковская ,38К4,Нахимовский проспект,55.6629042,37.5902841,1
9,20,1,44.0,43000,Лианозово,Илимская ,7,Алтуфьево,55.889454,37.5827769,1
13,24,1,29.0,45000,Митино,Муравская ,46к1,Митино,55.8608767,37.3636549,0
5,5,2,37.0,45000,Царицыно,Ереванская ,16К3,Царицыно,55.627358,37.6708683,1
15,17,1,38.0,45000,Северное Бутово,бульвар Дмитрия Донского,9К1,Бульвар Дмитрия Донского,55.568533,37.5775856,1
1,8,-1,14.2,45000,Южнопортовый,Шарикоподшипниковская ,2,Дубровка,55.7202929,37.6750084,0
3,4,1,29.1,45000,Московский, Шекспира,1к1,Рассказовка,55.6107018,37.3250079,1
5,5,2,42.8,45000,Рязанский, Коновалова,18,Чухлинка,55.7313858,37.7655843,1
12,17,2,53.0,43000,Северное Бутово, Грина,1К7,Бульвар Дмитрия Донского,55.5680148,37.5678619,0
9,12,1,38.0,45000,Косино-Ухтомский, Рудневка,3,Улица Дмитриевского,55.7153484,37.880289,1
14,16,1,38.0,45000,Западное Дегунино, Маршала Федоренко,16/2к1,Ховрино,55.8831165,37.4865844,1
7,14,1,38.0,45000,Марьино,Новочеркасский бульвар,49,Марьино,55.6515506,37.737974,1
6,12,1,39.0,45000,Чертаново Южное, Академика Янгеля,14К6,Улица Академика Янгеля,55.601641,37.5817539,1
32,33,1,25.5,44900,Метрогородок,Открытое шоссе,18Ак2,Бульвар Рокоссовского,55.8198957,37.7491122,0
1,3,1,31.2,45000,Бабушкинский,Ленская ,10К3,Бабушкинская,55.8682704,37.6677037,1
3,9,1,33.0,45000,Орехово-Борисово Южное,Домодедовская ,42,Домодедовская,55.6020724,37.7130674,1
10,17,1,38.0,42000,Солнцево, Главмосстроя,6,Говорово,55.7599796,37.4686422,0
7,16,1,34.0,43000,Отрадное, Бестужевых,7,Отрадное,55.8697055,37.5995219,1
12,15,1,20.0,43000,Сосенское,бульвар Севильский,3,Прокшино,55.5889629,37.4459033,1
4,5,3,548.0,42000,Кокошкино, Дачная,8,Кокошкино,55.5976584,37.1645596,1
9,12,1,38.0,43000,Чертаново Южное, Академика Янгеля,14К9,Улица Академика Янгеля,55.6030128,37.5824471,1
6,22,1,40.0,45000,Коньково, Академика Капицы,26К1,Коньково,55.6261854,37.5211351,1
1,9,1,35.0,42000,Ярославский,Палехская ,15,Бабушкинская,55.8701643,37.7013024,1
7,9,1,32.5,45000,Коптево,проезд Черепановых,64К1,Лихоборы,55.8447061,37.5484893,1
15,17,1,35.0,44000,Молжаниновский,Ленинградское шоссе,229Ак2,Новоподрезково,55.8227984,37.4950676,0
8,9,1,35.0,42000,Богородское,Краснобогатырская ,75К1,Преображенская площадь,55.8079265,37.7065979,1
12,17,2,56.0,43000,Крюково,Зеленоград,к1561,Зеленоград — Крюково,55.9782731,37.1508927,1
7,17,1,36.5,44000,Северное Бутово,Коктебельская ,2К1,Бульвар Дмитрия Донского,55.5674556,37.588451,1
7,12,1,35.1,42000,Сосенское,проспект Куприна,30к1,Потапово,55.5401358,37.4611821,1
5,5,1,32.0,43000,Котловка,Нагорная ,16К2,Нагорная,55.6808706,37.6050724,1
8,24,1,42.0,42000,Бескудниковский,Бескудниковский бульвар,30К2,Яхромская,55.8706832,37.5560164,1
4,14,1,36.0,45000,Можайский, Кутузова,3,Рабочий посёлок,55.7208099,37.4154363,1
2,14,2,50.0,45000,Савёлки,Зеленоград,к613,Зеленоград — Крюково,55.9887545,37.231441,1
14,14,1,39.2,45000,Зябликово,Кустанайская ,5К3,Красногвардейская,55.619166,37.757359,1
2,5,1,30.6,45000,Северное Тушино, Героев Панфиловцев,27К3,Планерная,55.8560072,37.4107381,0
